,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
0,0,1,Some,O,DT
1,1,1,hold,O,VBP
2,2,1,that,O,IN
3,3,1,it,O,PRP
4,4,1,is,O,VBZ
5,5,1,something,O,NN
6,6,1,like,O,IN
7,7,1,the,O,DT
8,8,1,sorrel,O,NN
9,9,1,.,O,.
10,10,2,Lauham,B-PER,NNP
11,11,2,is,O,VBZ
12,12,2,the,O,DT
13,13,2,petals,O,NNS
14,14,2,of,O,IN
15,15,2,the,O,DT
16,16,2,Kanchana,B-PER,NNP
17,17,2,flower,O,NN
18,18,2,(,O,","
19,19,2,Bauhinia,B-PER,NNP
20,20,2,acuminata,O,NN
21,21,2,",",O,","
22,22,2,Linn,O,NNP
23,23,2,),O,-RRB-
24,24,2,.,O,.
25,25,3,401,O,CD
26,26,3,.,O,.
27,27,4,To,O,IN
28,28,4,this,O,DT
29,29,4,day,O,NN
30,30,4,the,O,DT
31,31,4,sanctity,O,NN
32,32,4,of,O,IN
33,33,4,Gaya,O,NNP
34,34,4,is,O,VBZ
35,35,4,universally,O,RB
36,36,4,recognised,O,VBN
37,37,4,by,O,IN
38,38,4,all,O,DT
39,39,4,Hindus,B-COMMUNITY,NNPS
40,40,4,.,O,.
41,41,5,Sraddhas,O,NNP
42,42,5,are,O,VBP
43,43,5,performed,O,VBN
44,44,5,there,O,RB
45,45,5,under,O,IN
46,46,5,the,O,DT
47,47,5,banian,O,NN
48,48,5,called,O,VBN
49,49,5,the,O,DT
50,50,5,Akshaya,B-PER,NNP
51,51,5,or,O,CC
52,52,5,inexhaustible,O,JJ
53,53,5,banian,O,NN
54,54,5,.,O,.
55,55,6,402,O,CD
56,56,6,.,O,.
57,57,7,All,O,DT
58,58,7,religious,O,JJ
59,59,7,acts,O,NNS
60,60,7,are,O,VBP
61,61,7,either,O,CC
62,62,7,nitya,O,NN
63,63,7,or,O,CC
64,64,7,kamya,O,NN
65,65,7,.,O,.
66,66,8,The,O,DT
67,67,8,former,O,JJ
68,68,8,imply,O,VBP
69,69,8,acts,O,NNS
70,70,8,that,O,WDT
71,71,8,are,O,VBP
72,72,8,obligatory,O,JJ
73,73,8,and,O,CC
74,74,8,by,O,IN
75,75,8,doing,O,VBG
76,76,8,which,O,WDT
77,77,8,no,O,DT
78,78,8,particular,O,JJ
79,79,8,merit,O,NN
80,80,8,is,O,VBZ
81,81,8,acquired,O,VBN
82,82,8,but,O,CC
83,83,8,by,O,IN
84,84,8,not,O,RB
85,85,8,doing,O,VBG
86,86,8,which,O,WDT
87,87,8,sin,O,NN
88,88,8,is,O,VBZ
89,89,8,incurred,O,VBN
90,90,8,.,O,.
91,91,9,The,O,DT
92,92,9,latter,O,JJ
93,93,9,imply,O,VBP
94,94,9,those,O,DT
95,95,9,optional,O,JJ
96,96,9,acts,O,NNS
97,97,9,which,O,WDT
98,98,9,",",O,","
99,99,9,if,O,IN
100,100,9,done,O,VBN
101,101,9,",",O,","
102,102,9,produce,O,VBP
103,103,9,merit,O,NN
104,104,9,but,O,CC
105,105,9,which,O,WDT
106,106,9,",",O,","
107,107,9,if,O,IN
108,108,9,omitted,O,VBN
109,109,9,",",O,","
110,110,9,leads,O,VBZ
111,111,9,to,O,IN
112,112,9,no,O,DT
113,113,9,sin,O,NN
114,114,9,.,O,.
115,115,10,403,O,CD
116,116,10,.,O,.
117,117,11,Literally,O,RB
118,118,11,",",O,","
119,119,11,',O,''
120,120,11,set,O,VB
121,121,11,in,O,RP
122,122,11,motion,O,NN
123,123,11,a,O,DT
124,124,11,body,O,NN
125,125,11,of,O,IN
126,126,11,kings,O,NNS
127,127,11,",",O,","
128,128,11,',O,''
129,129,11,i.e.,O,FW
130,130,11,",",O,","
131,131,11,become,O,VB
132,132,11,an,O,DT
133,133,11,Overlord,O,NNP
134,134,11,.,O,.
135,135,12,404,O,CD
136,136,12,.,O,.
137,137,13,When,O,WRB
138,138,13,Brahmanas,B-COMMUNITY,NNP
139,139,13,are,O,VBP
140,140,13,fed,O,VBN
141,141,13,",",O,","
142,142,13,they,O,PRP
143,143,13,are,O,VBP
144,144,13,made,O,VBN
145,145,13,to,O,TO
146,146,13,sit,O,VB
147,147,13,in,O,IN
148,148,13,long,O,JJ
149,149,13,lines,O,NNS
150,150,13,.,O,.
151,151,14,They,O,PRP
152,152,14,that,O,WDT
153,153,14,are,O,VBP
154,154,14,stained,O,VBN
155,155,14,with,O,IN
156,156,14,vices,O,NNS
157,157,14,are,O,VBP
158,158,14,excluded,O,VBN
159,159,14,from,O,IN
160,160,14,the,O,DT
161,161,14,line,O,NN
162,162,14,.,O,.
163,163,15,Such,O,JJ
164,164,15,exclusion,O,NN
165,165,15,from,O,IN
166,166,15,the,O,DT
167,167,15,line,O,NN
168,168,15,is,O,VBZ
169,169,15,regarded,O,VBN
170,170,15,as,O,IN
171,171,15,equal,O,JJ
172,172,15,to,O,IN
173,173,15,complete,O,JJ
174,174,15,outlawry,O,NN
175,175,15,.,O,.
176,176,16,405,O,CD
177,177,16,.,O,.
178,178,17,i.e.,O,FW
179,179,17,",",O,","
180,180,17,who,O,WP
181,181,17,have,O,VBP
182,182,17,undergone,O,VBN
183,183,17,a,O,DT
184,184,17,natural,O,JJ
185,185,17,circumcision,O,NN
186,186,17,.,O,.
187,187,18,406,O,CD
188,188,18,.,O,.
189,189,19,Implying,O,VBG
190,190,19,soothsayers,O,NNS
191,191,19,.,O,.
192,192,20,407,O,CD
193,193,20,.,O,.
194,194,21,This,O,DT
195,195,21,is,O,VBZ
196,196,21,a,O,DT
197,197,21,common,O,JJ
198,198,21,form,O,NN
199,199,21,of,O,IN
200,200,21,expression,O,NN
201,201,21,to,O,TO
202,202,21,imply,O,VB
203,203,21,the,O,DT
204,204,21,fruitlessness,O,NN
205,205,21,of,O,IN
206,206,21,an,O,DT
207,207,21,act,O,NN
208,208,21,.,O,.
209,209,22,Libations,O,NNS
210,210,22,should,O,MD
211,211,22,be,O,VB
212,212,22,poured,O,VBN
213,213,22,on,O,IN
214,214,22,the,O,DT
215,215,22,blazing,O,VBG
216,216,22,fire,O,NN
217,217,22,.,O,.
218,218,23,If,O,IN
