,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
0,0,1,Do,O,VB
1,1,1,thou,O,PRP
2,2,1,",",O,","
3,3,1,therefore,O,RB
4,4,1,",",O,","
5,5,1,O,O,NNP
6,6,1,Yudhishthira,B-PER,NNP
7,7,1,",",O,","
8,8,1,observe,O,VB
9,9,1,the,O,DT
10,10,1,vow,O,NN
11,11,1,of,O,IN
12,12,1,fast,O,JJ
13,13,1,and,O,CC
14,14,1,worship,O,VB
15,15,1,the,O,DT
16,16,1,Brahmanas,B-COMMUNITY,NNP
17,17,1,every,O,DT
18,18,1,day,O,NN
19,19,1,.,O,.
20,20,2,The,O,DT
21,21,2,words,O,NNS
22,22,2,uttered,O,VBN
23,23,2,by,O,IN
24,24,2,Brahmanas,B-COMMUNITY,NNP
25,25,2,can,O,MD
26,26,2,accomplish,O,VB
27,27,2,everything,O,NN
28,28,2,both,O,CC
29,29,2,here,O,RB
30,30,2,and,O,CC
31,31,2,hereafter,O,RB
32,32,2,.,O,.
33,33,3,Indeed,O,RB
34,34,3,",",O,","
35,35,3,the,O,DT
36,36,3,Brahmanas,B-COMMUNITY,NNP
37,37,3,should,O,MD
38,38,3,ever,O,RB
39,39,3,be,O,VB
40,40,3,gratified,O,VBN
41,41,3,with,O,IN
42,42,3,gifts,O,NNS
43,43,3,of,O,IN
44,44,3,robes,O,NNS
45,45,3,",",O,","
46,46,3,food,O,NN
47,47,3,and,O,CC
48,48,3,white,O,JJ
49,49,3,complexioned,O,JJ
50,50,3,kine,O,NN
51,51,3,and,O,CC
52,52,3,good,O,JJ
53,53,3,dwelling,O,NN
54,54,3,houses,O,NNS
55,55,3,and,O,CC
56,56,3,mansions,O,NNS
57,57,3,.,O,.
58,58,4,The,O,DT
59,59,4,very,O,JJ
60,60,4,deities,O,NNS
61,61,4,should,O,MD
62,62,4,gratify,O,VB
63,63,4,the,O,DT
64,64,4,Brahmanas,B-COMMUNITY,NNPS
65,65,4,.,O,.
66,66,5,Freeing,O,VBG
67,67,5,thyself,O,PRP
68,68,5,from,O,IN
69,69,5,cupidity,O,NN
70,70,5,",",O,","
71,71,5,do,O,VB
72,72,5,thou,O,PRP
73,73,5,practise,O,VB
74,74,5,this,O,DT
75,75,5,vow,O,NN
76,76,5,of,O,IN
77,77,5,very,O,RB
78,78,5,superior,O,JJ
79,79,5,merit,O,NN
80,80,5,that,O,WDT
81,81,5,is,O,VBZ
82,82,5,not,O,RB
83,83,5,known,O,VBN
84,84,5,to,O,IN
85,85,5,all,O,DT
86,86,5,!,O,.
87,87,5,'',O,''
88,88,5,',O,''
89,89,5,'',O,''
90,90,6,SECTION,O,NN
91,91,6,CIV,O,NNP
92,92,6,'',O,''
93,93,6,',O,''
94,94,6,Yudhishthira,B-PER,NNP
95,95,6,said,O,VBD
96,96,6,",",O,","
97,97,6,``,O,``
98,98,6,Man,O,NN
99,99,6,",",O,","
100,100,6,it,O,PRP
101,101,6,is,O,VBZ
102,102,6,said,O,VBN
103,103,6,",",O,","
104,104,6,is,O,VBZ
105,105,6,endued,O,VBN
106,106,6,with,O,IN
107,107,6,a,O,DT
108,108,6,period,O,NN
109,109,6,of,O,IN
110,110,6,life,O,NN
111,111,6,extending,O,VBG
112,112,6,for,O,IN
113,113,6,a,O,DT
114,114,6,hundred,O,CD
115,115,6,years,O,NNS
116,116,6,",",O,","
117,117,6,and,O,CC
118,118,6,with,O,IN
119,119,6,energy,O,NN
120,120,6,and,O,CC
121,121,6,might,O,NN
122,122,6,that,O,WDT
123,123,6,are,O,VBP
124,124,6,considerable,O,JJ
125,125,6,.,O,.
126,126,7,Why,O,WRB
127,127,7,then,O,RB
128,128,7,",",O,","
129,129,7,O,O,UH
130,130,7,grandsire,O,NN
131,131,7,",",O,","
132,132,7,do,O,VBP
133,133,7,human,O,JJ
134,134,7,beings,O,NNS
135,135,7,die,O,VB
136,136,7,even,O,RB
137,137,7,when,O,WRB
138,138,7,they,O,PRP
139,139,7,are,O,VBP
140,140,7,very,O,RB
141,141,7,young,O,JJ
142,142,7,?,O,.
143,143,8,By,O,IN
144,144,8,what,O,WP
145,145,8,does,O,VBZ
146,146,8,a,O,DT
147,147,8,man,O,NN
148,148,8,become,O,VB
149,149,8,endued,O,VBN
150,150,8,with,O,IN
151,151,8,longevity,O,NN
152,152,8,",",O,","
153,153,8,and,O,CC
154,154,8,by,O,IN
155,155,8,what,O,WP
156,156,8,is,O,VBZ
157,157,8,his,O,PRP$
158,158,8,life,O,NN
159,159,8,shortened,O,VBN
160,160,8,?,O,.
161,161,9,Through,O,IN
162,162,9,what,O,WP
163,163,9,does,O,VBZ
164,164,9,a,O,DT
165,165,9,man,O,NN
166,166,9,acquire,O,VB
167,167,9,the,O,DT
168,168,9,fame,O,NN
169,169,9,that,O,WDT
170,170,9,rests,O,VBZ
171,171,9,upon,O,IN
172,172,9,great,O,JJ
173,173,9,achievements,O,NNS
174,174,9,?,O,.
175,175,10,Through,O,IN
176,176,10,what,O,WP
177,177,10,does,O,VBZ
178,178,10,one,O,PRP
179,179,10,attain,O,VB
180,180,10,to,O,IN
181,181,10,wealth,O,NN
182,182,10,and,O,CC
183,183,10,prosperity,O,NN
184,184,10,?,O,.
185,185,11,Is,O,VBZ
186,186,11,it,O,PRP
187,187,11,by,O,IN
188,188,11,penances,O,NNS
189,189,11,",",O,","
190,190,11,or,O,CC
191,191,11,Brahmacharya,O,NNP
192,192,11,",",O,","
193,193,11,or,O,CC
194,194,11,silent,O,JJ
195,195,11,recitation,O,NN
196,196,11,of,O,IN
197,197,11,sacred,O,JJ
198,198,11,Mantras,O,NNP
199,199,11,",",O,","
200,200,11,or,O,CC
201,201,11,drugs,O,NNS
202,202,11,?,O,.
203,203,12,Is,O,VBZ
204,204,12,it,O,PRP
205,205,12,by,O,IN
206,206,12,his,O,PRP$
207,207,12,acts,O,NNS
208,208,12,",",O,","
209,209,12,or,O,CC
210,210,12,speech,O,NN
211,211,12,?,O,.
212,212,13,Do,O,VB
213,213,13,thou,O,RB
214,214,13,explain,O,VB
215,215,13,to,O,IN
216,216,13,me,O,PRP
217,217,13,this,O,DT
218,218,13,",",O,","
219,219,13,O,O,UH
220,220,13,grandsire,O,NN
221,221,13,!,O,.
222,222,13,'',O,''
223,223,14,``,O,``
224,224,14,',O,''
225,225,14,Bhishma,B-PER,NNP
226,226,14,said,O,VBD
227,227,14,",",O,","
228,228,14,``,O,``
229,229,14,I,O,PRP
230,230,14,shall,O,MD
231,231,14,tell,O,VB
232,232,14,thee,O,PRP
233,233,14,what,O,WP
234,234,14,thou,O,PRP
235,235,14,askest,O,VBP
236,236,14,me,O,PRP
237,237,14,.,O,.
238,238,15,In,O,IN
239,239,15,fact,O,NN
240,240,15,",",O,","
241,241,15,I,O,PRP
242,242,15,shall,O,MD
243,243,15,tell,O,VB
244,244,15,thee,O,PRP
245,245,15,what,O,WP
246,246,15,the,O,DT
247,247,15,reason,O,NN
248,248,15,is,O,VBZ
249,249,15,for,O,IN
250,250,15,which,O,WDT
251,251,15,one,O,NN
252,252,15,becomes,O,VBZ
253,253,15,shortlived,O,VBN
254,254,15,",",O,","
255,255,15,and,O,CC
256,256,15,what,O,WP
257,257,15,the,O,DT
258,258,15,reason,O,NN
259,259,15,is,O,VBZ
260,260,15,for,O,IN
261,261,15,which,O,WDT
262,262,15,one,O,NN
263,263,15,becomes,O,VBZ
264,264,15,endued,O,VBN
265,265,15,with,O,IN
266,266,15,longevity,O,NN
267,267,15,.,O,.
268,268,16,I,O,PRP
269,269,16,shall,O,MD
270,270,16,also,O,RB
271,271,16,explain,O,VB
272,272,16,to,O,IN
273,273,16,thee,O,PRP
274,274,16,the,O,DT
275,275,16,reason,O,NN
276,276,16,for,O,IN
277,277,16,which,O,WDT
278,278,16,one,O,NN
279,279,16,succeeds,O,VBZ
280,280,16,in,O,IN
281,281,16,acquiring,O,VBG
282,282,16,the,O,DT
283,283,16,fame,O,NN
284,284,16,that,O,WDT
285,285,16,rests,O,VBZ
286,286,16,on,O,IN
287,287,16,great,O,JJ
288,288,16,achievements,O,NNS
289,289,16,",",O,","
290,290,16,and,O,CC
291,291,16,the,O,DT
292,292,16,reason,O,NN
293,293,16,for,O,IN
294,294,16,which,O,WDT
295,295,16,one,O,PRP
296,296,16,succeeds,O,VBZ
297,297,16,in,O,IN
298,298,16,acquiring,O,VBG
299,299,16,wealth,O,NN
300,300,16,and,O,CC
301,301,16,prosperity,O,NN
302,302,16,.,O,.
303,303,17,Indeed,O,RB
304,304,17,",",O,","
305,305,17,I,O,PRP
306,306,17,shall,O,MD
307,307,17,enlighten,O,VB
308,308,17,thee,O,PRP
309,309,17,as,O,IN
310,310,17,to,O,IN
311,311,17,the,O,DT
312,312,17,manner,O,NN
313,313,17,in,O,IN
314,314,17,which,O,WDT
315,315,17,one,O,PRP
316,316,17,must,O,MD
317,317,17,live,O,VB
318,318,17,in,O,IN
319,319,17,order,O,NN
320,320,17,to,O,TO
321,321,17,be,O,VB
322,322,17,endued,O,VBN
323,323,17,with,O,IN
324,324,17,all,O,DT
325,325,17,that,O,WDT
326,326,17,is,O,VBZ
327,327,17,beneficial,O,JJ
328,328,17,for,O,IN
329,329,17,him,O,PRP
330,330,17,.,O,.
331,331,18,It,O,PRP
332,332,18,is,O,VBZ
333,333,18,by,O,IN
334,334,18,conduct,O,NN
335,335,18,that,O,IN
336,336,18,one,O,NN
337,337,18,acquires,O,VBZ
338,338,18,longevity,O,NN
339,339,18,",",O,","
340,340,18,and,O,CC
341,341,18,it,O,PRP
342,342,18,is,O,VBZ
343,343,18,by,O,IN
344,344,18,conduct,O,NN
345,345,18,that,O,IN
346,346,18,one,O,PRP
347,347,18,acquires,O,VBZ
348,348,18,wealth,O,NN
349,349,18,and,O,CC
350,350,18,prosperity,O,NN
351,351,18,.,O,.
