,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
0,0,1,Usinara,B-PER,NNP
1,1,1,',O,POS
2,2,1,s,O,POS
3,3,1,son,O,NN
4,4,1,Sivi,B-PER,NNP
5,5,1,of,O,IN
6,6,1,excellent,O,JJ
7,7,1,vows,O,NNS
8,8,1,",",O,","
9,9,1,by,O,IN
10,10,1,giving,O,VBG
11,11,1,away,O,RP
12,12,1,the,O,DT
13,13,1,flesh,O,NN
14,14,1,of,O,IN
15,15,1,his,O,PRP$
16,16,1,own,O,JJ
17,17,1,body,O,NN
18,18,1,",",O,","
19,19,1,is,O,VBZ
20,20,1,rejoicing,O,VBG
21,21,1,in,O,IN
22,22,1,Heaven,O,NNP
23,23,1,",",O,","
24,24,1,having,O,VBG
25,25,1,attained,O,VBN
26,26,1,to,O,IN
27,27,1,the,O,DT
28,28,1,regions,O,NNS
29,29,1,of,O,IN
30,30,1,the,O,DT
31,31,1,righteous,O,JJ
32,32,1,.,O,.
33,33,2,Mere,O,JJ
34,34,2,wealth,O,NN
35,35,2,is,O,VBZ
36,36,2,not,O,RB
37,37,2,merit,O,NN
38,38,2,.,O,.
39,39,3,Good,O,JJ
40,40,3,men,O,NNS
41,41,3,acquire,O,VBP
42,42,3,merit,O,NN
43,43,3,by,O,IN
44,44,3,exerting,O,VBG
45,45,3,to,O,IN
46,46,3,the,O,DT
47,47,3,best,O,JJS
48,48,3,of,O,IN
49,49,3,their,O,PRP$
50,50,3,power,O,NN
51,51,3,and,O,CC
52,52,3,with,O,IN
53,53,3,the,O,DT
54,54,3,aid,O,NN
55,55,3,of,O,IN
56,56,3,pious,O,JJ
57,57,3,meals,O,NNS
58,58,3,.,O,.
59,59,4,One,O,PRP
60,60,4,does,O,VBZ
61,61,4,not,O,RB
62,62,4,acquire,O,VB
63,63,4,such,O,JJ
64,64,4,merit,O,NN
65,65,4,by,O,IN
66,66,4,means,O,NNS
67,67,4,of,O,IN
68,68,4,even,O,RB
69,69,4,diverse,O,JJ
70,70,4,sacrifices,O,NNS
71,71,4,as,O,IN
72,72,4,with,O,IN
73,73,4,even,O,RB
74,74,4,a,O,DT
75,75,4,little,O,JJ
76,76,4,wealth,O,NN
77,77,4,that,O,WDT
78,78,4,has,O,VBZ
79,79,4,been,O,VBN
80,80,4,earned,O,VBN
81,81,4,lawfully,O,RB
82,82,4,.,O,.
83,83,5,Through,O,IN
84,84,5,wrath,O,NN
85,85,5,",",O,","
86,86,5,the,O,DT
87,87,5,fruits,O,NNS
88,88,5,of,O,IN
89,89,5,gifts,O,NNS
90,90,5,are,O,VBP
91,91,5,destroyed,O,VBN
92,92,5,.,O,.
93,93,6,Through,O,IN
94,94,6,cupidity,O,NN
95,95,6,one,O,NN
96,96,6,fails,O,VBZ
97,97,6,to,O,TO
98,98,6,go,O,VB
99,99,6,to,O,IN
100,100,6,Heaven,O,NNP
101,101,6,.,O,.
102,102,7,One,O,CD
103,103,7,conversant,O,JJ
104,104,7,with,O,IN
105,105,7,the,O,DT
106,106,7,merits,O,NNS
107,107,7,of,O,IN
108,108,7,gift,O,NN
109,109,7,",",O,","
110,110,7,and,O,CC
111,111,7,leading,O,VBG
112,112,7,a,O,DT
113,113,7,just,O,JJ
114,114,7,course,O,NN
115,115,7,of,O,IN
116,116,7,conduct,O,NN
117,117,7,succeeds,O,VBZ
118,118,7,",",O,","
119,119,7,through,O,IN
120,120,7,penances,O,NNS
121,121,7,",",O,","
122,122,7,in,O,IN
123,123,7,enjoying,O,VBG
124,124,7,Heaven,O,NNP
125,125,7,.,O,.
126,126,8,The,O,DT
127,127,8,fruit,O,NN
128,128,8,",",O,","
129,129,8,O,O,UH
130,130,8,Brahmana,B-COMMUNITY,NNP
131,131,8,",",O,","
132,132,8,of,O,IN
133,133,8,this,O,DT
134,134,8,gift,O,NN
135,135,8,made,O,VBN
136,136,8,by,O,IN
137,137,8,thee,O,PRP
138,138,8,(,O,","
139,139,8,of,O,IN
140,140,8,a,O,DT
141,141,8,prastha,O,NN
142,142,8,of,O,IN
143,143,8,powdered,O,VBN
144,144,8,barley,O,NN
145,145,8,),O,","
146,146,8,is,O,VBZ
