,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
0,0,1,Through,O,IN
1,1,1,the,O,DT
2,2,1,union,O,NN
3,3,1,of,O,IN
4,4,1,both,O,CC
5,5,1,prosperity,O,NN
6,6,1,and,O,CC
7,7,1,adversity,O,NN
8,8,1,(,O,","
9,9,1,in,O,IN
10,10,1,man,O,NN
11,11,1,',O,POS
12,12,1,s,O,POS
13,13,1,life,O,NN
14,14,1,),O,-RRB-
15,15,1,",",O,","
16,16,1,there,O,EX
17,17,1,arise,O,VBP
18,18,1,friendships,O,NNS
19,19,1,and,O,CC
20,20,1,animosities,O,NNS
21,21,1,.,O,.
22,22,2,Thousands,O,NNS
23,23,2,and,O,CC
24,24,2,thousands,O,NNS
25,25,2,of,O,IN
26,26,2,existences,O,NNS
27,27,2,are,O,VBP
28,28,2,continually,O,RB
29,29,2,revolving,O,VBG
30,30,2,(,O,","
31,31,2,in,O,IN
32,32,2,respect,O,NN
33,33,2,of,O,IN
34,34,2,every,O,DT
35,35,2,Jiva,O,NNP
36,36,2,),O,-RRB-
37,37,2,",",O,","
38,38,2,and,O,CC
39,39,2,in,O,IN
40,40,2,every,O,DT
41,41,2,mode,O,NN
42,42,2,of,O,IN
43,43,2,Jiva,B-PER,NNP
44,44,2,',O,POS
45,45,2,s,O,NN
46,46,2,existence,O,NN
47,47,2,these,O,DT
48,48,2,must,O,MD
49,49,2,occur,O,VB
50,50,2,.,O,.
51,51,3,[,O,-LRB-
52,52,3,1531,O,CD
53,53,3,],O,-RRB-
54,54,3,For,O,IN
55,55,3,this,O,DT
56,56,3,reason,O,NN
57,57,3,",",O,","
58,58,3,be,O,VB
59,59,3,thou,O,RB
60,60,3,attached,O,VBN
61,61,3,to,O,IN
62,62,3,good,O,JJ
63,63,3,qualities,O,NNS
64,64,3,of,O,IN
65,65,3,every,O,DT
66,66,3,kind,O,NN
67,67,3,",",O,","
68,68,3,but,O,CC
69,69,3,never,O,RB
70,70,3,to,O,IN
71,71,3,faults,O,NNS
72,72,3,.,O,.
