,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
0,0,1,In,O,IN
1,1,1,this,O,DT
2,2,1,way,O,NN
3,3,1,did,O,VBD
4,4,1,Brahman,B-PER,NNP
5,5,1,ordain,O,VB
6,6,1,in,O,IN
7,7,1,days,O,NNS
8,8,1,of,O,IN
9,9,1,old,O,JJ
10,10,1,that,O,IN
11,11,1,the,O,DT
12,12,1,creation,O,NN
13,13,1,should,O,MD
14,14,1,go,O,VB
15,15,1,on,O,RP
16,16,1,.,O,.
17,17,2,Each,O,DT
18,18,2,",",O,","
19,19,2,affected,O,VBN
20,20,2,by,O,IN
21,21,2,his,O,PRP$
22,22,2,own,O,JJ
23,23,2,acts,O,NNS
24,24,2,",",O,","
25,25,2,obtains,O,VBZ
26,26,2,happiness,O,NN
27,27,2,or,O,CC
28,28,2,misery,O,NN
29,29,2,.,O,.
30,30,3,',O,''
31,31,3,'',O,''
32,32,3,',O,''
33,33,3,'',O,''
34,34,3,[,O,-LRB-
35,35,3,571,O,CD
36,36,3,],O,-RRB-
37,37,3,SECTION,O,NN
38,38,3,CXCI,O,NNP
39,39,3,'',O,''
40,40,3,',O,''
41,41,3,'',O,''
42,42,3,Bharadwaja,B-PER,NNP
43,43,3,said,O,VBD
44,44,3,",",O,","
45,45,3,',O,''
46,46,3,What,O,WP
47,47,3,has,O,VBZ
48,48,3,been,O,VBN
49,49,3,said,O,VBN
50,50,3,to,O,TO
51,51,3,be,O,VB
52,52,3,the,O,DT
53,53,3,consequence,O,NN
54,54,3,of,O,IN
55,55,3,gift,O,NN
56,56,3,?,O,.
57,57,4,What,O,WP
58,58,4,of,O,IN
59,59,4,Righteousness,O,NNP
60,60,4,?,O,.
61,61,5,What,O,WP
62,62,5,of,O,IN
63,63,5,conduct,O,NN
64,64,5,?,O,.
65,65,6,What,O,WP
66,66,6,of,O,IN
67,67,6,Penances,O,NNS
68,68,6,well-performed,O,VBN
69,69,6,?,O,.
70,70,7,What,O,WP
71,71,7,of,O,IN
72,72,7,the,O,DT
73,73,7,study,O,NN
74,74,7,and,O,CC
75,75,7,recitation,O,NN
76,76,7,of,O,IN
77,77,7,the,O,DT
78,78,7,Vedas,B-LIT&ART,NNP
79,79,7,?,O,.
80,80,8,And,O,CC
81,81,8,what,O,WP
82,82,8,of,O,IN
83,83,8,pouring,O,VBG
84,84,8,libations,O,NNS
85,85,8,upon,O,IN
86,86,8,the,O,DT
87,87,8,fire,O,NN
88,88,8,?,O,.
89,89,8,',O,''
90,90,9,``,O,``
91,91,9,',O,''
92,92,9,'',O,''
93,93,9,Bhrigu,B-PER,NNP
94,94,9,said,O,VBD
95,95,9,",",O,","
96,96,9,',O,''
97,97,9,By,O,IN
98,98,9,pouring,O,VBG
99,99,9,libations,O,NNS
100,100,9,on,O,IN
101,101,9,the,O,DT
102,102,9,sacred,O,JJ
103,103,9,fire,O,NN
104,104,9,",",O,","
105,105,9,sin,O,NN
106,106,9,is,O,VBZ
107,107,9,burnt,O,VBN
108,108,9,.,O,.
109,109,10,By,O,IN
110,110,10,study,O,NN
111,111,10,of,O,IN
112,112,10,the,O,DT
113,113,10,Vedas,B-LIT&ART,NNP
114,114,10,one,O,CD
115,115,10,obtains,O,VBZ
116,116,10,blessed,O,VBN
117,117,10,tranquillity,O,NN
118,118,10,.,O,.
119,119,11,By,O,IN
