,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
0,0,1,Or,O,CC
1,1,1,of,O,IN
2,2,1,him,O,PRP
3,3,1,who,O,WP
4,4,1,eats,O,VBZ
5,5,1,meat,O,NN
6,6,1,buying,O,VBG
7,7,1,it,O,PRP
8,8,1,of,O,IN
9,9,1,others,O,NNS
10,10,1,?,O,.
11,11,2,I,O,PRP
12,12,2,desire,O,VBP
13,13,2,",",O,","
14,14,2,O,O,UH
15,15,2,sinless,O,JJ
16,16,2,one,O,NN
17,17,2,",",O,","
18,18,2,that,O,IN
19,19,2,thou,O,PRP
20,20,2,shouldst,O,MD
21,21,2,discourse,O,VB
22,22,2,to,O,IN
23,23,2,me,O,PRP
24,24,2,on,O,IN
25,25,2,this,O,DT
26,26,2,topic,O,NN
27,27,2,in,O,IN
28,28,2,detail,O,NN
29,29,2,.,O,.
30,30,3,I,O,PRP
31,31,3,desire,O,VBP
32,32,3,to,O,TO
33,33,3,ascertain,O,VB
34,34,3,this,O,DT
35,35,3,eternal,O,JJ
36,36,3,religion,O,NN
37,37,3,with,O,IN
38,38,3,certainty,O,NN
39,39,3,.,O,.
40,40,4,How,O,WRB
41,41,4,does,O,VBZ
42,42,4,one,O,PRP
43,43,4,attain,O,VB
44,44,4,to,O,IN
45,45,4,longevity,O,NN
46,46,4,?,O,.
47,47,5,How,O,WRB
48,48,5,does,O,VBZ
49,49,5,one,O,PRP
50,50,5,acquire,O,VB
51,51,5,strength,O,NN
52,52,5,?,O,.
53,53,6,How,O,WRB
54,54,6,does,O,VBZ
55,55,6,one,O,PRP
56,56,6,attain,O,VB
57,57,6,to,O,IN
58,58,6,faultlessness,O,NN
59,59,6,of,O,IN
60,60,6,limbs,O,NNS
61,61,6,?,O,.
62,62,7,Indeed,O,RB
63,63,7,",",O,","
64,64,7,how,O,WRB
65,65,7,does,O,VBZ
66,66,7,one,O,PRP
67,67,7,become,O,VB
68,68,7,endued,O,VBN
69,69,7,with,O,IN
70,70,7,excellent,O,JJ
71,71,7,indications,O,NNS
72,72,7,?,O,.
73,73,7,'',O,''
74,74,8,``,O,``
75,75,8,',O,''
76,76,8,Bhishma,B-PER,NNP
77,77,8,said,O,VBD
78,78,8,",",O,","
79,79,8,``,O,``
80,80,8,Listen,O,VB
81,81,8,to,O,IN
82,82,8,me,O,PRP
83,83,8,",",O,","
84,84,8,O,O,UH
85,85,8,scion,O,NN
86,86,8,of,O,IN
87,87,8,Kuru,B-COMMUNITY,NNP
88,88,8,',O,POS
89,89,8,s,O,NN
90,90,8,race,O,NN
91,91,8,",",O,","
92,92,8,what,O,WP
93,93,8,the,O,DT
94,94,8,merit,O,NN
95,95,8,is,O,VBZ
96,96,8,that,O,WDT
97,97,8,attaches,O,VBZ
98,98,8,to,O,IN
99,99,8,abstention,O,NN
100,100,8,from,O,IN
