,sentence_no,word,POS_Tags
0,1,The,DT
1,1,man,NN
2,1,who,WP
3,1,makes,VBZ
4,1,gifts,NNS
5,1,of,IN
6,1,sesame,NN
7,1,seeds,NNS
8,1,",",","
9,1,in,IN
10,1,the,DT
11,1,month,NN
12,1,of,IN
13,1,Magha,NNP
14,1,",",","
15,1,unto,IN
16,1,the,DT
17,1,Brahmanas,NNP
18,1,",",","
19,1,has,VBZ
20,1,never,RB
21,1,to,TO
22,1,visit,VB
23,1,hell,NN
24,1,which,WDT
25,1,abounds,VBZ
26,1,with,IN
27,1,all,DT
28,1,frightful,JJ
29,1,creatures,NNS
30,1,.,.
31,2,He,PRP
32,2,who,WP
33,2,adores,VBZ
34,2,the,DT
35,2,Pitris,NNP
36,2,with,IN
37,2,offerings,NNS
38,2,of,IN
39,2,sesame,NN
40,2,seeds,NNS
41,2,is,VBZ
42,2,regarded,VBN
43,2,as,IN
44,2,worshipping,VBG
45,2,the,DT
46,2,deities,NNS
47,2,at,IN
48,2,all,PDT
49,2,the,DT
50,2,sacrifices,NNS
51,2,.,.
52,3,One,PRP
53,3,should,MD
54,3,never,RB
55,3,perform,VB
56,3,a,DT
57,3,Sraddha,NNP
58,3,with,IN
59,3,offerings,NNS
60,3,of,IN
61,3,sesame,NN
62,3,seeds,NNS
63,3,without,IN
64,3,cherishing,VBG
65,3,some,DT
66,3,purpose,NN
67,3,.,.
68,4,[,-LRB-
69,4,340,CD
70,4,],-RRB-
71,4,Sesame,NN
72,4,seeds,NNS
73,4,sprang,VBD
74,4,from,IN
75,4,the,DT
76,4,limbs,NNS
77,4,of,IN
78,4,the,DT
79,4,great,JJ
80,4,Rishi,NNP
81,4,Kasyapa,NNP
82,4,.,.
83,5,Hence,RB
84,5,",",","
85,5,in,IN
86,5,the,DT
87,5,matter,NN
88,5,of,IN
89,5,gifts,NNS
90,5,",",","
91,5,they,PRP
92,5,have,VBP
93,5,come,VBN
94,5,to,TO
95,5,be,VB
96,5,regarded,VBN
97,5,as,IN
98,5,possessed,VBN
99,5,of,IN
100,5,high,JJ
101,5,efficacy,NN
102,5,.,.
103,6,Sesame,NN
104,6,seeds,NNS
105,6,bestow,VBP
106,6,both,CC
107,6,prosperity,NN
108,6,and,CC
109,6,personal,JJ
110,6,beauty,NN
111,6,and,CC
112,6,cleans,VBZ
113,6,the,DT
114,6,giver,NN
115,6,of,IN
116,6,all,PDT
117,6,his,PRP$
118,6,sins,NNS
119,6,.,.
120,7,It,PRP
121,7,is,VBZ
122,7,for,IN
123,7,this,DT
124,7,reason,NN
125,7,that,IN
126,7,the,DT
127,7,gift,NN
128,7,of,IN
129,7,sesame,NN
130,7,seeds,NNS
131,7,is,VBZ
132,7,distinguished,VBN
133,7,above,IN
134,7,the,DT
135,7,gift,NN
136,7,of,IN
137,7,every,DT
138,7,other,JJ
139,7,article,NN
140,7,.,.
141,8,Apastamva,NNP
142,8,of,IN
143,8,great,JJ
144,8,intelligence,NN
145,8,",",","
146,8,and,CC
147,8,Kankha,NNP
148,8,and,CC
149,8,Likhita,NNP
150,8,",",","
151,8,and,CC
152,8,the,DT
153,8,great,JJ
154,8,Rishi,NNP
155,8,Gautama,NNP
156,8,have,VBP
157,8,all,RB
158,8,ascended,VBN
159,8,to,IN
160,8,heaven,NNP
161,8,by,IN
162,8,having,VBG
163,8,made,VBN
164,8,gifts,NNS
165,8,of,IN
166,8,sesame,NN
167,8,seeds,NNS
168,8,.,.
169,9,Those,DT
170,9,Brahmanas,NNPS
171,9,that,WDT
172,9,make,VBP
173,9,Homa,NNP
174,9,with,IN
175,9,offerings,NNS
176,9,of,IN
177,9,sesame,NN
178,9,",",","
179,9,abstain,VBP
180,9,from,IN
181,9,sexual,JJ
182,9,intercourse,NN
183,9,",",","
184,9,and,CC
185,9,are,VBP
186,9,observant,JJ
187,9,of,IN
188,9,the,DT
189,9,religion,NN
190,9,of,IN
191,9,Pravritti,NNP
192,9,or,CC
193,9,acts,NNS
194,9,",",","
195,9,are,VBP
196,9,regarded,VBN
197,9,as,IN
198,9,equal,JJ
199,9,(,","
200,9,in,IN
201,9,purity,NN
202,9,and,CC
203,9,efficacy,NN
204,9,),","
205,9,to,IN
206,9,bovine,NN
207,9,Havi,NNP
208,9,.,.
209,10,The,DT
210,10,gift,NN
211,10,of,IN
212,10,sesame,NN
213,10,seeds,NNS
214,10,is,VBZ
215,10,distinguished,VBN
216,10,above,IN
217,10,all,DT
218,10,gifts,NNS
219,10,.,.
220,11,Amongst,IN
221,11,all,DT
222,11,gifts,NNS
223,11,",",","
224,11,the,DT
225,11,gifts,NNS
226,11,of,IN
227,11,sesame,NN
228,11,is,VBZ
229,11,regarded,VBN
230,11,as,IN
231,11,productive,JJ
232,11,of,IN
233,11,inexhaustible,JJ
234,11,merit,NN
235,11,.,.
236,12,In,IN
237,12,ancient,JJ
238,12,times,NNS
239,12,when,WRB
240,12,Havi,NNP
241,12,(,","
242,12,clarified,VBN
243,12,butter,NN
244,12,),-RRB-
245,12,on,IN
246,12,one,CD
247,12,occasion,NN
248,12,had,VBD
249,12,become,VBN
250,12,unobtainable,JJ
251,12,the,DT
252,12,Rishi,NNP
253,12,Kusika,NNP
254,12,",",","
255,12,O,UH
256,12,scorcher,NN
257,12,of,IN
258,12,foes,NNS
259,12,",",","
260,12,made,VBD
261,12,offerings,NNS
262,12,of,IN
263,12,sesame,NN
264,12,seeds,NNS
265,12,to,IN
266,12,his,PRP$
267,12,three,CD
268,12,sacrificial,JJ
269,12,fires,NNS
270,12,and,CC
271,12,succeeded,VBD
272,12,in,IN
273,12,attaining,VBG
274,12,to,IN
275,12,an,DT
276,12,excellent,JJ
277,12,end,NN
278,12,.,.
279,13,I,PRP
280,13,have,VBP
281,13,thus,RB
282,13,said,VBN
283,13,unto,IN
284,13,thee,PRP
285,13,",",","
286,13,O,UH
287,13,chief,NN
288,13,of,IN
289,13,the,DT
290,13,Kurus,NNPS
291,13,",",","
292,13,what,WP
293,13,the,DT
294,13,regulations,NNS
295,13,are,VBP
296,13,respecting,VBG
297,13,the,DT
298,13,excellent,JJ
299,13,gift,NN
300,13,of,IN
301,13,sesame,NN
302,13,seeds,NNS
303,13,.,.
304,14,It,PRP
305,14,is,VBZ
306,14,in,IN
307,14,consequence,NN
308,14,of,IN
309,14,these,DT
310,14,regulations,NNS
311,14,that,IN
312,14,the,DT
313,14,gift,NN
314,14,of,IN
315,14,sesame,NN
316,14,seeds,NNS
317,14,has,VBZ
318,14,come,VBN
319,14,to,TO
320,14,be,VB
321,14,regarded,VBN
322,14,as,IN
323,14,endued,VBN
324,14,with,IN
325,14,very,RB
326,14,superior,JJ
327,14,merit,NN
328,14,.,.
329,15,After,IN
330,15,this,DT
331,15,",",","
332,15,listen,VB
333,15,to,IN
334,15,what,WP
335,15,I,PRP
336,15,would,MD
337,15,say,VB
338,15,.,.
339,16,Once,RB
340,16,on,IN
341,16,a,DT
342,16,time,NN
343,16,the,DT
344,16,deities,NNS
345,16,",",","
346,16,desirous,JJ
347,16,of,IN
348,16,making,VBG
349,16,a,DT
350,16,sacrifice,NN
351,16,",",","
352,16,repaired,VBN
353,16,",",","
354,16,O,UH
355,16,monarch,NN
356,16,",",","
357,16,to,IN
358,16,the,DT
359,16,presence,NN
360,16,of,IN
361,16,the,DT
362,16,Self-born,NNP
363,16,Brahman,NNP
364,16,.,.
365,17,Having,VBG
366,17,met,VBN
367,17,Brahman,NNP
368,17,",",","
369,17,being,VBG
370,17,desirous,JJ
371,17,of,IN
372,17,performing,VBG
373,17,a,DT
374,17,sacrifice,NN
375,17,on,IN
376,17,earth,NN
377,17,",",","
378,17,they,PRP
379,17,begged,VBD
380,17,him,PRP
381,17,for,IN
382,17,a,DT
383,17,piece,NN
384,17,of,IN
385,17,auspicious,JJ
386,17,earth,NN
387,17,",",","
388,17,saying,VBG
389,17,",",","
390,17,',''
391,17,We,PRP
392,17,want,VBP
393,17,it,PRP
394,17,for,IN
395,17,our,PRP$
396,17,sacrifice,NN
397,17,.,.
398,17,',''
399,18,``,``
400,18,',''
401,18,'',''
402,18,The,DT
403,18,deities,NNS
404,18,said,VBD
405,18,",",","
406,18,',''
407,18,O,UH
408,18,illustrious,JJ
409,18,one,NN
410,18,",",","
411,18,thou,PRP
412,18,art,VBP
413,18,the,DT
414,18,lord,NN
415,18,of,IN
416,18,all,PDT
417,18,the,DT
418,18,earth,NN
419,18,as,IN
420,18,also,RB
421,18,of,IN
422,18,all,PDT
423,18,the,DT
424,18,deities,NNS
425,18,.,.
426,19,With,IN
427,19,thy,DT
428,19,permission,NN
429,19,",",","
430,19,O,UH
431,19,highly,RB
432,19,blessed,JJ
433,19,one,CD
434,19,",",","
435,19,we,PRP
436,19,desire,VBP
437,19,to,TO
438,19,perform,VB
439,19,a,DT
440,19,sacrifice,NN
441,19,.,.
442,20,The,DT
443,20,person,NN
444,20,who,WP
445,20,has,VBZ
446,20,not,RB
447,20,obtained,VBN
448,20,by,IN
449,20,lawful,JJ
450,20,means,NNS
451,20,the,DT
452,20,earth,NN
453,20,whereon,WRB
454,20,to,TO
455,20,make,VB
456,20,the,DT
457,20,sacrificial,JJ
458,20,altar,NN
459,20,",",","
460,20,earns,VBZ
461,20,not,RB
462,20,the,DT
463,20,merit,NN
464,20,of,IN
465,20,the,DT
466,20,sacrifice,NN
467,20,he,PRP
468,20,performs,VBZ
469,20,.,.
470,21,Thou,DT
471,21,art,NN
472,21,the,DT
473,21,Lord,NNP
474,21,of,IN
475,21,all,PDT
476,21,the,DT
477,21,universe,NN
478,21,consisting,VBG
479,21,of,IN
480,21,its,PRP$
481,21,mobile,JJ
482,21,and,CC
483,21,immobile,JJ
484,21,objects,NNS
485,21,.,.
486,22,Hence,RB
487,22,",",","
488,22,it,PRP
489,22,behoveth,VB
490,22,thee,PRP
491,22,to,TO
492,22,grant,VB
493,22,us,PRP
494,22,a,DT
495,22,piece,NN
496,22,of,IN
497,22,earth,NN
498,22,for,IN
499,22,the,DT
500,22,sacrifice,NN
501,22,we,PRP
502,22,wish,VBP
503,22,to,TO
504,22,make,VB
505,22,.,.
506,22,',''
507,23,``,``
508,23,',''
509,23,'',''
510,23,Brahman,NNP
511,23,said,VBD
512,23,",",","
513,23,',''
514,23,Ye,NNP
515,23,foremost,NN
516,23,of,IN
517,23,deities,NNS
518,23,",",","
519,23,I,PRP
520,23,shall,MD
521,23,give,VB
522,23,you,PRP
523,23,a,DT
524,23,piece,NN
525,23,of,IN
526,23,earth,NN
527,23,whereon,RB
528,23,",",","
529,23,ye,``
530,23,sons,NNS
531,23,of,IN
532,23,Kasyapa,NNP
533,23,",",","
534,23,you,PRP
535,23,shall,MD
536,23,perform,VB
537,23,your,PRP$
538,23,intended,JJ
539,23,sacrifice,NN
540,23,.,.
541,23,',''
542,24,``,``
543,24,',''
544,24,'',''
545,24,The,DT
546,24,deities,NNS
547,24,said,VBD
548,24,",",","
549,24,',''
550,24,Our,PRP$
551,24,wishes,NNS
552,24,",",","
553,24,O,UH
554,24,holy,JJ
555,24,one,CD
556,24,",",","
557,24,have,VBP
558,24,been,VBN
559,24,crowned,VBN
560,24,with,IN
561,24,fruition,NN
562,24,.,.
563,25,We,PRP
564,25,shall,MD
565,25,perform,VB
566,25,our,PRP$
567,25,sacrifice,NN
568,25,even,RB
569,25,here,RB
570,25,with,IN
571,25,large,JJ
572,25,Dakshina,NNP
573,25,.,.
574,26,Let,VB
575,26,",",","
576,26,however,RB
577,26,",",","
578,26,the,DT
579,26,Munis,NNP
580,26,always,RB
581,26,adore,VBP
582,26,the,DT
583,26,piece,NN
584,26,of,IN
585,26,earth,NN
586,26,.,.
587,26,',''
588,27,Then,RB
589,27,there,RB
590,27,came,VBD
591,27,to,IN
592,27,that,DT
593,27,place,NN
594,27,Agastya,NNP
595,27,and,CC
596,27,Kanwa,NNP
597,27,and,CC
598,27,Bhrigu,NNP
599,27,and,CC
600,27,Atri,NNP
601,27,and,CC
602,27,Vrishakapi,NNP
603,27,",",","
604,27,and,CC
605,27,Asita,NNP
606,27,and,CC
607,27,Devala,NNP
608,27,.,.
609,28,The,DT
610,28,high-souled,JJ
611,28,deities,NNS
612,28,then,RB
613,28,",",","
614,28,O,UH
615,28,thou,DT
616,28,of,IN
617,28,unfading,JJ
618,28,glory,NN
619,28,",",","
620,28,performed,VBD
621,28,their,PRP$
622,28,sacrifice,NN
623,28,.,.
624,29,Those,DT
625,29,foremost,JJ
626,29,of,IN
627,29,gods,NNS
628,29,concluded,VBD
629,29,it,PRP
630,29,in,IN
631,29,due,JJ
632,29,time,NN
633,29,.,.
634,30,Having,VBG
635,30,completed,VBN
