,sentence_no,word,POS_Tags
0,1,After,IN
1,1,the,DT
2,1,same,JJ
3,1,manner,NN
4,1,",",","
5,1,those,DT
6,1,who,WP
7,1,have,VBP
8,1,achieved,VBN
9,1,perfection,NN
10,1,",",","
11,1,who,WP
12,1,were,VBD
13,1,capable,JJ
14,1,of,IN
15,1,the,DT
16,1,concentration,NN
17,1,of,IN
18,1,Yoga,NNP
19,1,",",","
20,1,and,CC
21,1,who,WP
22,1,subsist,VBP
23,1,on,IN
24,1,fruits,NNS
25,1,and,CC
26,1,roots,NNS
27,1,",",","
28,1,likewise,RB
29,1,perceive,VBP
30,1,the,DT
31,1,triple,JJ
32,1,world,NN
33,1,by,IN
34,1,penance,NN
35,1,.,.
36,2,Medicines,NNS
37,2,and,CC
38,2,herbs,NNS
39,2,and,CC
40,2,all,PDT
41,2,the,DT
42,2,diverse,JJ
43,2,sciences,NNS
44,2,are,VBP
45,2,acquired,VBN
46,2,by,IN
47,2,means,NNS
48,2,of,IN
49,2,penance,NN
50,2,alone,RB
51,2,",",","
52,2,for,IN
53,2,all,DT
54,2,acquisition,NN
55,2,has,VBZ
56,2,penance,NN
57,2,for,IN
58,2,its,PRP$
59,2,root,NN
60,2,.,.
61,3,Whatever,WP
62,3,is,VBZ
63,3,difficult,JJ
64,3,of,IN
65,3,acquisition,NN
66,3,",",","
67,3,difficult,JJ
68,3,to,TO
69,3,learn,VB
70,3,",",","
71,3,difficult,JJ
72,3,to,TO
73,3,vanquish,VB
74,3,",",","
75,3,difficult,JJ
76,3,to,TO
77,3,pass,VB
78,3,through,RB
79,3,",",","
80,3,are,VBP
81,3,all,RB
82,3,achievable,JJ
83,3,by,IN
84,3,penance,NN
85,3,",",","
86,3,for,IN
87,3,penance,NN
88,3,is,VBZ
89,3,irresistible,JJ
90,3,.,.
91,4,One,CD
92,4,that,WDT
93,4,drinks,VBZ
94,4,alcoholic,JJ
95,4,liquors,NNS
96,4,",",","
97,4,one,CD
98,4,that,WDT
99,4,slays,VBZ
100,4,a,DT
101,4,Brahmana,NNP
102,4,",",","
103,4,one,CD
104,4,that,WDT
105,4,steals,VBZ
106,4,",",","
107,4,one,CD
108,4,that,WDT
109,4,destroys,VBZ
110,4,a,DT
111,4,foetus,NN
112,4,",",","
113,4,one,CD
114,4,that,WDT
115,4,violates,VBZ
116,4,one,CD
117,4,',''
118,4,s,POS
119,4,preceptor,NN
120,4,',''
121,4,s,NN
122,4,bed,NN
123,4,",",","
124,4,becomes,VBZ
125,4,cleansed,JJ
126,4,of,IN
127,4,such,JJ
128,4,sin,NN
129,4,by,IN
130,4,penance,NN
131,4,well,RB
132,4,performed,VBN
133,4,.,.
134,5,Human,JJ
135,5,beings,NNS
136,5,",",","
137,5,Pitris,NNP
138,5,",",","
139,5,deities,NNS
140,5,",",","
141,5,(,","
142,5,sacrificial,JJ
143,5,),","
144,5,animals,NNS
145,5,",",","
146,5,beasts,NNS
147,5,and,CC
148,5,birds,NNS
149,5,",",","
150,5,and,CC
151,5,all,DT
152,5,other,JJ
153,5,creatures,NNS
154,5,mobile,JJ
155,5,and,CC
156,5,immobile,JJ
157,5,",",","
158,5,by,IN
159,5,always,RB
160,5,devoting,VBG
161,5,themselves,PRP
162,5,to,IN
163,5,penances,NNS
164,5,",",","
165,5,become,VBP
166,5,crowned,VBN
