,sentence_no,word,POS_Tags
0,1,Viswarupa,NNP
1,1,and,CC
2,1,viz,NN
3,1,.,.
4,1,",",","
5,1,--,:
6,1,Yugandharah,NNP
7,1,",",","
8,1,Surupah,NNP
9,1,",",","
10,1,Vahurupah,NNP
11,1,",",","
12,1,and,CC
13,1,Matara,NNP
14,1,.,.
15,2,[,-LRB-
16,2,379,CD
17,2,],-RRB-
18,2,--,:
19,2,He,PRP
20,2,who,WP
21,2,serves,VBZ
22,2,kine,NN
23,2,with,IN
24,2,reverence,NN
25,2,and,CC
26,2,who,WP
27,2,follows,VBZ
28,2,them,PRP
29,2,with,IN
30,2,humility,NN
31,2,",",","
32,2,succeeds,VBZ
33,2,in,IN
34,2,obtaining,VBG
35,2,many,JJ
36,2,invaluable,JJ
37,2,boons,NNS
38,2,from,IN
39,2,kine,NN
40,2,who,WP
41,2,become,VBP
42,2,gratified,JJ
43,2,with,IN
44,2,him,PRP
45,2,.,.
46,3,One,PRP
47,3,should,MD
48,3,never,RB
49,3,",",","
50,3,in,IN
51,3,even,RB
52,3,one,CD
53,3,',''
54,3,s,POS
55,3,heart,NN
56,3,",",","
57,3,do,VB
58,3,an,DT
59,3,injury,NN
60,3,to,IN
61,3,kine,NN
62,3,.,.
63,4,One,PRP
64,4,should,MD
65,4,",",","
66,4,indeed,RB
67,4,",",","
68,4,always,RB
69,4,confer,VB
70,4,happiness,NN
71,4,on,IN
72,4,them,PRP
73,4,.,.
74,5,One,PRP
75,5,should,MD
76,5,always,RB
77,5,reverence,VB
78,5,kine,NN
79,5,and,CC
80,5,worship,VB
81,5,them,PRP
82,5,",",","
83,5,with,IN
84,5,bends,NNS
85,5,of,IN
86,5,one,CD
87,5,',''
88,5,s,POS
89,5,head,NN
90,5,.,.
91,6,He,PRP
92,6,who,WP
93,6,does,VBZ
94,6,this,DT
95,6,",",","
96,6,restraining,VBG
97,6,his,PRP$
98,6,senses,NNS
99,6,the,DT
100,6,while,NN
101,6,and,CC
102,6,filled,VBN
103,6,with,IN
104,6,cheerfulness,NN
105,6,",",","
106,6,succeeds,VBZ
107,6,in,IN
108,6,attaining,VBG
109,6,to,IN
110,6,that,DT
111,6,felicity,NN
112,6,which,WDT
113,6,is,VBZ
