,sentence_no,word,POS_Tags
0,1,The,DT
1,1,horse,NN
2,1,that,WDT
3,1,was,VBD
4,1,brought,VBN
5,1,for,IN
6,1,the,DT
7,1,horse-sacrifice,NN
8,1,was,VBD
9,1,let,VBN
10,1,loose,JJ
11,1,",",","
12,1,agreeably,RB
13,1,to,IN
14,1,the,DT
15,1,injunctions,NNS
16,1,of,IN
17,1,the,DT
18,1,scriptures,NNS
19,1,",",","
20,1,that,DT
21,1,utterer,NN
22,1,of,IN
23,1,Brahma,NNP
24,1,",",","
25,1,viz,NNP
26,1,.,.
27,1,",",","
28,1,Vyasa,NNP
29,1,himself,PRP
30,1,of,IN
31,1,immeasurable,JJ
32,1,energy,NN
33,1,.,.
34,2,The,DT
35,2,king,NN
36,2,Yudhishthira,NNP
37,2,the,DT
38,2,just,RB
39,2,",",","
40,2,O,UH
41,2,monarch,NN
42,2,",",","
43,2,after,IN
44,2,his,PRP$
45,2,initiation,NN
46,2,",",","
47,2,adorned,VBN
48,2,with,IN
49,2,a,DT
50,2,garland,NN
51,2,of,IN
52,2,gold,NN
53,2,around,IN
54,2,his,PRP$
55,2,neck,NN
56,2,",",","
57,2,shone,VBD
58,2,in,IN
59,2,beauty,NN
60,2,like,IN
61,2,a,DT
62,2,blazing,VBG
63,2,fire,NN
64,2,.,.
65,3,Having,VBG
66,3,a,DT
67,3,black,JJ
68,3,deer,NN
69,3,skin,NN
70,3,for,IN
71,3,his,PRP$
72,3,upper,JJ
73,3,garment,NN
74,3,",",","
75,3,bearing,VBG
76,3,a,DT
77,3,staff,NN
78,3,in,IN
79,3,hand,NN
80,3,",",","
81,3,and,CC
82,3,wearing,VBG
83,3,a,DT
84,3,cloth,NN
85,3,of,IN
86,3,red,JJ
87,3,silk,NN
88,3,",",","
89,3,the,DT
90,3,son,NN
91,3,of,IN
92,3,Dharma,NNP
93,3,",",","
94,3,possessed,VBN
95,3,of,IN
96,3,great,JJ
97,3,splendour,NN
98,3,",",","
99,3,shone,VBD
100,3,like,IN
101,3,a,DT
102,3,second,JJ
103,3,Prajapati,NNP
104,3,seated,VBN
105,3,on,IN
106,3,the,DT
107,3,sacrificial,JJ
108,3,altar,NN
109,3,.,.
110,4,All,PDT
111,4,his,PRP$
112,4,Ritwijas,NNP
113,4,also,RB
114,4,",",","
115,4,O,UH
116,4,king,NN
117,4,",",","
118,4,were,VBD
119,4,clad,VBN
120,4,in,IN
121,4,similar,JJ
122,4,robes,NNS
123,4,.,.
124,5,Arjuna,NNP
125,5,also,RB
126,5,shone,VBD
127,5,like,IN
128,5,a,DT
129,5,blazing,VBG
130,5,fire,NN
131,5,.,.
132,6,Dhananjaya,NNP
133,6,",",","
134,6,unto,IN
135,6,whose,WP$
136,6,car,NN
137,6,were,VBD
138,6,yoked,VBN
139,6,white,JJ
140,6,steeds,NNS
141,6,",",","
142,6,then,RB
143,6,duly,RB
144,6,prepared,VBN
145,6,",",","
146,6,O,UH
147,6,king,NN
148,6,",",","
149,6,to,TO
150,6,follow,VB
151,6,that,DT
152,6,horse,NN
153,6,of,IN
154,6,the,DT
155,6,complexion,NN
156,6,of,IN
157,6,a,DT
158,6,black,JJ
159,6,deer,NN
160,6,",",","
161,6,at,IN
162,6,the,DT
163,6,command,NN
164,6,of,IN
165,6,Yudhishthira,NNP
166,6,.,.
167,7,Repeatedly,RB
168,7,drawing,VBG
169,7,his,PRP$
170,7,bow,NN
171,7,",",","
172,7,named,VBN
173,7,Gandiva,NNP
174,7,",",","
175,7,O,NNP
176,7,king,NN
177,7,",",","
178,7,and,CC
179,7,casing,VBG
180,7,his,PRP$
181,7,hand,NN
182,7,in,IN
183,7,a,DT
184,7,fence,NN
185,7,made,VBN
186,7,of,IN
187,7,iguana,NN
188,7,skin,NN
189,7,",",","
190,7,Arjuna,NNP
191,7,",",","
192,7,O,UH
193,7,monarch,NN
194,7,",",","
195,7,prepared,VBN
196,7,to,TO
197,7,follow,VB
198,7,that,DT
