,sentence_no,word,POS_Tags
0,1,The,DT
1,1,procreation,NN
2,1,of,IN
3,1,offspring,NN
4,1,",",","
5,1,however,RB
6,1,",",","
7,1,becomes,VBZ
8,1,impossible,JJ
9,1,in,IN
10,1,any,DT
11,1,other,JJ
12,1,mode,NN
13,1,of,IN
14,1,life,NN
15,1,(,","
16,1,than,IN
17,1,domesticity,NN
18,1,),-RRB-
19,1,.,.
20,2,Every,DT
21,2,kind,NN
22,2,of,IN
23,2,grass,NN
24,2,and,CC
25,2,straw,NN
26,2,",",","
27,2,all,DT
28,2,plants,NNS
29,2,and,CC
30,2,herbs,NNS
31,2,(,","
32,2,that,WDT
33,2,yield,VBP
34,2,corn,NN
35,2,or,CC
36,2,grain,NN
37,2,),-RRB-
38,2,",",","
39,2,and,CC
40,2,others,NNS
41,2,of,IN
42,2,the,DT
43,2,same,JJ
44,2,class,NN
45,2,that,WDT
46,2,grow,VBP
47,2,on,IN
48,2,hills,NNS
49,2,and,CC
50,2,mountains,NNS
51,2,",",","
52,2,have,VBP
53,2,the,DT
54,2,domestic,JJ
55,2,mode,NN
56,2,of,IN
57,2,life,NN
58,2,for,IN
59,2,their,PRP$
60,2,root,NN
61,2,.,.
62,3,Upon,IN
63,3,those,DT
64,3,depend,VBP
65,3,the,DT
66,3,life,NN
67,3,of,IN
68,3,living,VBG
69,3,creatures,NNS
70,3,.,.
71,4,And,CC
72,4,since,IN
73,4,nothing,NN
74,4,else,RB
75,4,is,VBZ
76,4,seen,VBN
77,4,(,","
78,4,in,IN
79,4,the,DT
80,4,universe,NN
81,4,),","
82,4,than,IN
83,4,life,NN
84,4,",",","
85,4,domesticity,NN
86,4,may,MD
87,4,be,VB
88,4,looked,VBN
89,4,upon,IN
90,4,as,IN
91,4,the,DT
92,4,refuge,NN
93,4,of,IN
94,4,the,DT
95,4,entire,JJ
96,4,universe,NN
97,4,.,.
98,5,[,-LRB-
99,5,1241,CD
100,5,],-RRB-
101,5,Who,WP
102,5,then,RB
103,5,speaks,VBZ
104,5,the,DT
105,5,truth,NN
106,5,that,WDT
107,5,says,VBZ
108,5,that,IN
109,5,domesticity,NN
110,5,can,MD
111,5,not,RB
112,5,lead,VB
113,5,to,IN
114,5,the,DT
115,5,acquisition,NN
116,5,of,IN
117,5,Emancipation,NNP
118,5,?,.
119,6,Only,RB
120,6,those,DT
121,6,that,WDT
122,6,are,VBP
123,6,destitute,JJ
124,6,of,IN
125,6,faith,NN
126,6,and,CC
127,6,wisdom,NN
128,6,and,CC
129,6,penetration,NN
130,6,",",","
131,6,only,RB
132,6,those,DT
133,6,that,WDT
134,6,are,VBP
135,6,destitute,JJ
136,6,of,IN
137,6,reputation,NN
138,6,that,WDT
139,6,are,VBP
140,6,idle,JJ
141,6,and,CC
142,6,toil-worn,JJ
143,6,",",","
144,6,that,WDT
145,6,have,VBP
146,6,misery,NN
147,6,for,IN
148,6,their,PRP$
149,6,share,NN
150,6,in,IN
151,6,consequence,NN
152,6,of,IN
153,6,their,PRP$
154,6,past,JJ
155,6,acts,NNS
156,6,",",","
157,6,only,RB
158,6,those,DT
159,6,that,WDT
160,6,are,VBP
161,6,destitute,JJ
162,6,of,IN
163,6,learning,NN
164,6,",",","
165,6,behold,VBP
166,6,the,DT
167,6,plenitude,NN
168,6,of,IN
169,6,tranquillity,NN
170,6,in,IN
171,6,a,DT
172,6,life,NN
173,6,of,IN
174,6,mendicancy,NN
175,6,.,.
176,7,The,DT
177,7,eternal,JJ
178,7,and,CC
179,7,certain,JJ
180,7,distinctions,NNS
181,7,(,-LRB-
182,7,laid,VBN
183,7,down,RP
184,7,in,IN
185,7,the,DT
186,7,Vedas,NNP
187,7,),-RRB-
188,7,are,VBP
189,7,the,DT
190,7,causes,NNS
191,7,that,WDT
192,7,sustain,VBP
193,7,the,DT
194,7,three,CD
195,7,worlds,NNS
196,7,.,.
197,8,That,DT
198,8,illustrious,JJ
199,8,person,NN
200,8,of,IN
201,8,the,DT
202,8,highest,JJS
203,8,order,NN
204,8,who,WP
205,8,is,VBZ
206,8,conversant,JJ
207,8,with,IN
208,8,the,DT
209,8,Vedas,NNP
210,8,",",","
211,8,is,VBZ
212,8,worshipped,VBN
213,8,from,IN
214,8,the,DT
215,8,very,JJ
216,8,date,NN
217,8,of,IN
218,8,his,PRP$
219,8,birth,NN
220,8,.,.
221,9,Besides,IN
222,9,the,DT
223,9,performance,NN
224,9,of,IN
225,9,Garbhadhana,NNP
226,9,",",","
227,9,Vedic,NNP
228,9,mantras,NNS
229,9,become,VBP
230,9,necessary,JJ
231,9,for,IN
232,9,enabling,VBG
233,9,persons,NNS
234,9,of,IN
235,9,the,DT
236,9,regenerate,NN
237,9,classes,NNS
238,9,to,TO
239,9,accomplish,VB
240,9,all,PDT
241,9,their,PRP$
242,9,acts,NNS
243,9,in,IN
244,9,respect,NN
245,9,of,IN
246,9,both,CC
247,9,this,DT
248,9,and,CC
249,9,the,DT
250,9,other,JJ
251,9,world,NN
252,9,.,.
253,10,[,-LRB-
254,10,1242,CD
255,10,],-RRB-
256,10,In,IN
257,10,cremating,VBG
258,10,his,PRP$
259,10,body,NN
260,10,(,","
261,10,after,IN
262,10,death,NN
263,10,),-RRB-
264,10,",",","
265,10,in,IN
266,10,the,DT
267,10,matter,NN
268,10,of,IN
269,10,his,PRP$
270,10,attainment,NN
271,10,of,IN
272,10,a,DT
273,10,second,JJ
274,10,body,NN
275,10,",",","
276,10,in,IN
277,10,that,DT
278,10,of,IN
279,10,his,PRP$
280,10,drink,NN
281,10,and,CC
282,10,food,NN
283,10,after,IN
284,10,such,JJ
285,10,attainment,NN
286,10,",",","
287,10,in,IN
288,10,that,DT
289,10,of,IN
290,10,giving,VBG
291,10,away,RP
292,10,kine,NN
293,10,and,CC
294,10,other,JJ
295,10,animals,NNS
296,10,for,IN
297,10,helping,VBG
298,10,him,PRP
299,10,to,TO
300,10,cross,VB
301,10,the,DT
302,10,river,NN
303,10,that,WDT
304,10,divides,VBZ
305,10,the,DT
306,10,region,NN
307,10,of,IN
308,10,life,NN
309,10,from,IN
310,10,that,DT
311,10,of,IN
312,10,Yama,NNP
313,10,",",","
314,10,in,IN
315,10,that,DT
316,10,of,IN
317,10,sinking,VBG
318,10,funeral,JJ
319,10,cakes,NNS
320,10,in,IN
321,10,water,NN
322,10,--,:
323,10,Vedic,NNP
324,10,mantras,NNS
325,10,are,VBP
326,10,necessary,JJ
327,10,.,.
328,11,Then,RB
329,11,again,RB
330,11,the,DT
331,11,three,CD
332,11,classes,NNS
333,11,of,IN
334,11,Pitris,NNP
335,11,",",","
336,11,viz,NNP
337,11,.,.
338,11,",",","
339,11,the,DT
340,11,Archishmats,NNPS
341,11,",",","
342,11,the,DT
343,11,Varhishads,NNPS
344,11,",",","
345,11,and,CC
346,11,the,DT
347,11,Kravyads,NNPS
348,11,",",","
349,11,approve,VBP
350,11,of,IN
351,11,the,DT
352,11,necessity,NN
353,11,of,IN
354,11,mantras,NNS
355,11,in,IN
356,11,the,DT
357,11,case,NN
358,11,of,IN
359,11,the,DT
360,11,dead,JJ
361,11,",",","
362,11,and,CC
363,11,mantras,NNS
364,11,are,VBP
365,11,allowed,VBN
366,11,to,TO
367,11,be,VB
368,11,efficient,JJ
369,11,causes,NNS
370,11,(,","
371,11,for,IN
372,11,attainment,NN
373,11,of,IN
374,11,the,DT
375,11,objects,NNS
376,11,for,IN
377,11,which,WDT
378,11,these,DT
379,11,ceremonies,NNS
380,11,and,CC
381,11,rites,NNS
382,11,have,VBP
383,11,been,VBN
384,11,directed,VBN
385,11,to,TO
386,11,be,VB
387,11,performed,VBN
388,11,),-RRB-
389,11,.,.
390,12,When,WRB
391,12,the,DT
392,12,Vedas,NNP
393,12,say,VBP
394,12,this,DT
395,12,so,RB
396,12,loudly,RB
397,12,and,CC
398,12,when,WRB
399,12,again,RB
400,12,human,JJ
401,12,beings,NNS
402,12,are,VBP
403,12,said,VBN
404,12,to,TO
405,12,owe,VB
406,12,debts,NNS
407,12,to,IN
408,12,the,DT
409,12,Pitris,NNP
410,12,",",","
411,12,the,DT
412,12,Rishis,NNPS
413,12,",",","
414,12,and,CC
415,12,the,DT
416,12,gods,NNS
417,12,",",","
418,12,how,WRB
419,12,can,MD
420,12,any,DT
421,12,one,NN
422,12,attain,VB
423,12,to,IN
424,12,Emancipation,NNP
425,12,?,.
426,13,[,-LRB-
427,13,1243,CD
428,13,],-RRB-
429,13,This,DT
430,13,false,JJ
431,13,doctrine,NN
432,13,(,","
433,13,of,IN
434,13,incorporeal,JJ
435,13,existence,NN
