,sentence_no,word,POS_Tags
0,1,Thou,PRP
1,1,shalt,MD
2,1,take,VB
3,1,thy,PRP$
4,1,birth,NN
5,1,as,IN
6,1,the,DT
7,1,son,NN
8,1,of,IN
9,1,a,DT
10,1,maiden,NN
11,1,residing,VBG
12,1,in,IN
13,1,the,DT
14,1,house,NN
15,1,of,IN
16,1,her,PRP$
17,1,sire,NN
18,1,",",","
19,1,through,IN
20,1,an,DT
21,1,act,NN
22,1,of,IN
23,1,congress,NN
24,1,with,IN
25,1,the,DT
26,1,great,JJ
27,1,Rishi,NNP
28,1,Parasara,NNP
29,1,.,.
30,2,Doubts,NNS
31,2,thou,DT
32,2,wilt,MD
33,2,have,VB
34,2,none,NN
35,2,with,IN
36,2,respect,NN
37,2,to,IN
38,2,the,DT
39,2,imports,NNS
40,2,of,IN
41,2,things,NNS
42,2,past,JJ
43,2,",",","
44,2,present,JJ
45,2,",",","
46,2,and,CC
47,2,future,NN
48,2,.,.
49,3,Endued,VBN
50,3,with,IN
51,3,penances,NNS
52,3,and,CC
53,3,instructed,VBN
54,3,by,IN
55,3,me,PRP
56,3,",",","
57,3,thou,PRP
58,3,wilt,MD
59,3,behold,VB
60,3,the,DT
61,3,incidents,NNS
62,3,of,IN
63,3,thousands,NNS
64,3,and,CC
65,3,thousands,NNS
66,3,of,IN
67,3,ages,NNS
68,3,long,RB
69,3,past,RB
70,3,away,RB
71,3,.,.
72,4,Thou,PRP
73,4,wilt,MD
74,4,see,VB
75,4,through,IN
76,4,thousands,NNS
77,4,and,CC
78,4,thousands,NNS
79,4,of,IN
80,4,ages,NNS
81,4,also,RB
82,4,in,IN
83,4,the,DT
84,4,future,NN
85,4,.,.
86,5,Thou,PRP
87,5,shalt,VBP
88,5,",",","
89,5,in,IN
90,5,that,DT
91,5,birth,NN
92,5,",",","
93,5,behold,VB
94,5,me,PRP
95,5,",",","
96,5,O,UH
97,5,ascetic,JJ
98,5,",",","
99,5,--,:
100,5,me,PRP
101,5,that,WDT
102,5,am,VBP
103,5,without,IN
104,5,birth,NN
105,5,and,CC
106,5,death,NN
107,5,",",","
108,5,--,:
109,5,incarnated,VBN
110,5,on,IN
111,5,Earth,NNP
112,5,(,","
113,5,as,IN
114,5,Krishna,NNP
115,5,of,IN
116,5,Yadu,NNP
117,5,',POS
118,5,s,NN
119,5,race,NN
120,5,),-RRB-
121,5,",",","
122,5,armed,VBN
123,5,with,IN
124,5,the,DT
125,5,discus,NN
126,5,.,.
127,6,All,PDT
128,6,this,DT
129,6,will,MD
130,6,happen,VB
131,6,to,IN
132,6,thee,PRP
133,6,",",","
134,6,O,UH
135,6,ascetic,JJ
136,6,",",","
137,6,through,IN
138,6,the,DT
139,6,merit,NN
140,6,that,WDT
141,6,will,MD
142,6,be,VB
143,6,thine,JJ
144,6,in,IN
145,6,consequence,NN
146,6,of,IN
147,6,thy,DT
148,6,ceaseless,JJ
149,6,devotion,NN
150,6,to,IN
151,6,me,PRP
152,6,.,.
153,7,These,DT
154,7,words,NNS
155,7,of,IN
156,7,mine,NN
157,7,will,MD
158,7,never,RB
159,7,be,VB
160,7,otherwise,RB
161,7,.,.
162,8,Thou,PRP
163,8,shalt,MD
164,8,be,VB
165,8,one,CD
166,8,of,IN
167,8,the,DT
168,8,foremost,JJ
169,8,of,IN
170,8,creatures,NNS
171,8,.,.
172,9,Great,JJ
173,9,shall,MD
174,9,be,VB
175,9,thy,PRP$
176,9,fame,NN
177,9,.,.
178,10,Surya,NNP
179,10,',POS
180,10,s,POS
181,10,son,NN
182,10,Sani,NNP
183,10,(,","
184,10,Saturn,NNP
185,10,),","
186,10,will,MD
187,10,",",","
188,10,in,IN
189,10,a,DT
190,10,future,JJ
191,10,Kalpa,NNP
192,10,",",","
193,10,take,VB
194,10,birth,NN
195,10,as,IN
196,10,the,DT
197,10,great,JJ
198,10,Manu,NNP
199,10,of,IN
200,10,that,DT
201,10,period,NN
202,10,.,.
203,11,During,IN
204,11,that,DT
205,11,Manwantara,NNP
206,11,",",","
207,11,O,UH
208,11,son,NN
209,11,",",","
210,11,thou,PRP
211,11,shalt,VBP
212,11,",",","
213,11,in,IN
214,11,respect,NN
215,11,of,IN
216,11,merits,NNS
217,11,",",","
218,11,be,VB
219,11,superior,JJ
220,11,to,IN
221,11,even,RB
222,11,the,DT
223,11,Manus,NNP
224,11,of,IN
225,11,the,DT
226,11,several,JJ
227,11,periods,NNS
228,11,.,.
229,12,Without,IN
230,12,doubt,NN
231,12,",",","
232,12,thou,PRP
233,12,shalt,MD
234,12,be,VB
235,12,so,RB
236,12,through,IN
237,12,my,PRP$
238,12,grace,NN
239,12,.,.
240,13,Whatever,WDT
241,13,exists,VBZ
242,13,in,IN
243,13,the,DT
244,13,world,NN
245,13,represents,VBZ
246,13,the,DT
247,13,result,NN
248,13,of,IN
249,13,my,PRP$
250,13,exertion,NN
251,13,.,.
252,14,The,DT
253,14,thoughts,NNS
254,14,of,IN
255,14,others,NNS
256,14,may,MD
257,14,not,RB
258,14,correspond,VB
259,14,with,IN
260,14,their,PRP$
261,14,acts,NNS
262,14,.,.
263,15,As,IN
264,15,regards,VBZ
265,15,myself,PRP
266,15,",",","
267,15,however,RB
268,15,",",","
269,15,I,PRP
270,15,always,RB
271,15,ordain,VBP
272,15,what,WP
273,15,I,PRP
274,15,think,VBP
275,15,",",","
276,15,without,IN
277,15,the,DT
278,15,least,JJS
279,15,impediment,NN
280,15,!,.
