,sentence_no,word,POS_Tags
0,1,And,CC
1,1,inasmuch,JJ
2,1,as,IN
3,1,he,PRP
4,1,is,VBZ
5,1,the,DT
6,1,original,JJ
7,1,Creator,NNP
8,1,of,IN
9,1,all,DT
10,1,beings,NNS
11,1,he,PRP
12,1,is,VBZ
13,1,on,IN
14,1,that,DT
15,1,account,NN
16,1,called,VBN
17,1,the,DT
18,1,Lord,NNP
19,1,of,IN
20,1,all,DT
21,1,beings,NNS
22,1,.,.
23,2,[,-LRB-
24,2,883,CD
25,2,],-RRB-
26,2,It,PRP
27,2,is,VBZ
28,2,he,PRP
29,2,who,WP
30,2,creates,VBZ
31,2,all,DT
32,2,beings,NNS
33,2,mobile,JJ
34,2,and,CC
35,2,immobile,JJ
36,2,.,.
37,3,After,IN
38,3,having,VBG
39,3,thus,RB
40,3,assumed,VBN
41,3,the,DT
42,3,form,NN
43,3,of,IN
44,3,Brahman,NNP
45,3,he,PRP
46,3,creates,VBZ
47,3,the,DT
48,3,worlds,NNS
49,3,of,IN
50,3,the,DT
51,3,gods,NNS
52,3,",",","
53,3,the,DT
54,3,Rishis,NNPS
55,3,",",","
56,3,the,DT
57,3,Pitris,NNP
58,3,",",","
59,3,and,CC
60,3,men,NNS
61,3,;,","
62,3,the,DT
63,3,rivers,NNS
64,3,",",","
65,3,the,DT
66,3,seas,NNS
67,3,",",","
68,3,and,CC
69,3,the,DT
70,3,oceans,NNS
71,3,",",","
72,3,the,DT
73,3,points,NNS
74,3,of,IN
75,3,the,DT
76,3,horizon,NN
77,3,",",","
78,3,countries,NNS
79,3,and,CC
80,3,provinces,NNS
81,3,",",","
82,3,hills,NNS
83,3,and,CC
84,3,mountains,NNS
85,3,",",","
86,3,and,CC
87,3,large,JJ
88,3,trees,NNS
89,3,",",","
90,3,human,JJ
91,3,beings,NNS
92,3,",",","
93,3,Kinnaras,NNPS
94,3,",",","
95,3,Rakshasas,NNPS
96,3,",",","
97,3,birds,NNS
98,3,",",","
99,3,animals,NNS
100,3,domestic,JJ
101,3,and,CC
102,3,wild,JJ
103,3,",",","
104,3,and,CC
105,3,snakes,NNS
106,3,.,.
107,4,Indeed,RB
108,4,",",","
109,4,he,PRP
110,4,creates,VBZ
111,4,both,DT
112,4,kinds,NNS
113,4,of,IN
114,4,existent,JJ
115,4,things,NNS
116,4,",",","
117,4,viz,NN
118,4,.,.
119,4,",",","
120,4,those,DT
121,4,that,WDT
122,4,are,VBP
123,4,mobile,JJ
124,4,and,CC
125,4,those,DT
126,4,that,WDT
127,4,are,VBP
128,4,immobile,JJ
129,4,;,:
130,4,and,CC
131,4,those,DT
132,4,that,WDT
133,4,are,VBP
134,4,destructible,JJ
135,4,and,CC
136,4,those,DT
137,4,that,WDT
138,4,are,VBP
139,4,indestructible,JJ
140,4,.,.
141,5,Of,IN
142,5,these,DT
143,5,created,VBN
144,5,objects,NNS
145,5,each,DT
146,5,obtains,VBZ
147,5,those,DT
148,5,attributes,NNS
149,5,which,WDT
150,5,it,PRP
151,5,had,VBD
152,5,during,IN
153,5,the,DT
154,5,previous,JJ
155,5,Creation,NNP
156,5,;,:
157,5,and,CC
158,5,each,DT
159,5,",",","
160,5,indeed,RB
161,5,",",","
162,5,obtains,VBZ
163,5,repeatedly,RB
164,5,the,DT
165,5,same,JJ
166,5,attributes,NNS
167,5,at,IN
168,5,every,DT
169,5,subsequent,JJ
170,5,Creation,NNP
171,5,.,.
172,6,Determined,VBN
173,6,in,IN
174,6,respect,NN
175,6,of,IN
176,6,character,NN
177,6,by,IN
178,6,either,CC
179,6,injuriousness,NN
180,6,or,CC
181,6,peacefulness,NN
182,6,",",","
183,6,mildness,NN
184,6,or,CC
185,6,fierceness,NN
186,6,",",","
187,6,righteousness,NN
188,6,or,CC
189,6,unrighteousness,NN
190,6,",",","
