,sentence_no,word,POS_Tags
0,1,Nilakantha,NNP
1,1,explains,VBZ
2,1,this,DT
3,1,verse,NN
4,1,erroneously,RB
5,1,.,.
6,2,He,PRP
7,2,thinks,VBZ
8,2,that,IN
9,2,the,DT
10,2,meaning,NN
11,2,is,VBZ
12,2,--,:
13,2,'',''
14,2,The,DT
15,2,king,NN
16,2,becomes,VBZ
17,2,obedient,JJ
18,2,to,IN
19,2,that,DT
20,2,person,NN
21,2,who,WP
22,2,beholds,VBZ
23,2,his,PRP$
24,2,face,NN
25,2,to,TO
26,2,be,VB
27,2,amiable,JJ
28,2,",",","
29,2,etc,FW
30,2,.,.
31,2,",",","
32,2,etc,FW
33,2,.,.
34,2,'',''
35,3,It,PRP
36,3,should,MD
37,3,be,VB
38,3,borne,VBN
39,3,in,IN
40,3,mind,NN
41,3,that,IN
42,3,Bhishma,NNP
43,3,is,VBZ
44,3,answering,VBG
45,3,Yudhishthira,NNP
46,3,',POS
47,3,s,POS
48,3,query,NN
49,3,as,IN
50,3,to,IN
51,3,why,WRB
52,3,the,DT
53,3,whole,JJ
54,3,world,NN
55,3,adores,VBZ
56,3,one,CD
57,3,man,NN
58,3,.,.
59,4,One,CD
60,4,of,IN
61,4,the,DT
62,4,reasons,NNS
63,4,is,VBZ
64,4,a,DT
65,4,mysterious,JJ
66,4,influence,NN
67,4,which,WDT
68,4,induces,VBZ
69,4,every,DT
70,4,man,NN
71,4,who,WP
72,4,beholds,VBZ
73,4,the,DT
74,4,amiable,JJ
75,4,face,NN
76,4,of,IN
77,4,the,DT
78,4,king,NN
79,4,to,TO
80,4,render,VB
81,4,him,PRP
82,4,homage,NN
83,4,.,.
84,5,179,CD
85,5,.,.
86,6,The,DT
87,6,difference,NN
88,6,between,IN
89,6,a,DT
90,6,Ritwija,NNP
91,6,and,CC
92,6,a,DT
93,6,Purohita,NNP
94,6,is,VBZ
95,6,that,IN
96,6,the,DT
97,6,former,JJ
98,6,is,VBZ
99,6,engaged,JJ
100,6,on,IN
101,6,special,JJ
102,6,occasions,NNS
103,6,",",","
104,6,while,IN
105,6,the,DT
106,6,services,NNS
107,6,of,IN
108,6,the,DT
109,6,latter,JJ
110,6,are,VBP
111,6,permanent,JJ
112,6,and,CC
113,6,constant,JJ
114,6,.,.
115,7,180,CD
116,7,.,.
117,8,viz,NN
118,8,.,.
119,8,",",","
120,8,returning,VBG
121,8,unwounded,JJ
122,8,from,IN
123,8,battle,NN
124,8,.,.
125,9,181,CD
126,9,.,.
127,10,For,IN
128,10,without,IN
129,10,battle,NN
130,10,",",","
131,10,he,PRP
132,10,can,MD
133,10,not,RB
134,10,extend,VB
135,10,his,PRP$
136,10,kingdom,NN
137,10,and,CC
138,10,acquire,VB
139,10,wealth,NN
140,10,to,TO
141,10,give,VB
142,10,away,RB
143,10,and,CC
144,10,meet,VB
145,10,the,DT
146,10,expenses,NNS
147,10,of,IN
148,10,sacrifices,NNS
149,10,.,.
150,11,182,CD
151,11,.,.
152,12,A,DT
153,12,Beshtana,NNP
154,12,is,VBZ
155,12,literally,RB
156,12,a,DT
157,12,cloth,NN
158,12,tied,VBN
159,12,round,RB
160,12,(,","
161,12,the,DT
162,12,head,NN
163,12,),-RRB-
164,12,;,:
165,12,hence,RB
166,12,",",","
167,12,a,DT
168,12,turban,NN
169,12,or,CC
170,12,pagree,NN
171,12,.,.
172,13,The,DT
173,13,word,NN
174,13,Ousira,NNP
175,13,is,VBZ
176,13,applied,VBN
177,13,to,IN
178,13,both,DT
179,13,beds,NNS
180,13,and,CC
181,13,seats,NNS
182,13,.,.
183,14,The,DT
184,14,Hindu,NNP
185,14,Upanaha,NNP
186,14,had,VBD
187,14,wooden,JJ
188,14,soles,NNS
189,14,.,.
190,15,183,CD
191,15,.,.
192,16,The,DT
193,16,Burdwan,NNP
194,16,Pundits,NNPS
195,16,understand,VBP
196,16,this,DT
197,16,verse,NN
198,16,to,TO
199,16,mean,VB
200,16,that,IN
201,16,the,DT
202,16,Sudra,NNP
203,16,should,MD
204,16,offer,VB
205,16,the,DT
206,16,funeral,NN
207,16,cake,NN
208,16,unto,IN
209,16,his,PRP$
210,16,sonless,JJ
211,16,master,NN
212,16,and,CC
213,16,support,NN
214,16,masters,NNS
215,16,if,IN
216,16,old,JJ
217,16,and,CC
218,16,weak,JJ
219,16,.,.
220,17,There,EX
221,17,can,MD
222,17,be,VB
223,17,little,JJ
224,17,doubt,NN
225,17,that,IN
226,17,they,PRP
227,17,are,VBP
228,17,wrong,JJ
229,17,.,.
230,18,184,CD
231,18,.,.
232,19,Atirekena,NNP
233,19,evidently,RB
234,19,means,VBZ
235,19,',''
236,19,with,IN
237,19,excessive,JJ
238,19,zeal,NN
239,19,.,.
240,19,',''
241,20,Nilakantha,NNP
242,20,explains,VBZ
243,20,it,PRP
244,20,as,IN
245,20,',``
246,20,with,IN
247,20,greater,JJR
248,20,zeal,NN
249,20,than,IN
250,20,that,DT
251,20,which,WDT
252,20,is,VBZ
253,20,shown,VBN
254,20,in,IN
255,20,supporting,VBG
256,20,his,PRP$
257,20,own,JJ
258,20,relations,NNS
259,20,.,.
260,20,',''
261,21,It,PRP
262,21,can,MD
263,21,not,RB
264,21,mean,VB
265,21,",",","
266,21,as,IN
267,21,K.P,NNP
268,21,.,.
269,22,Singha,NNP
270,22,puts,VBZ
271,22,it,PRP
272,22,",",","
273,22,',''
274,22,with,IN
275,22,the,DT
276,22,surplus,NN
277,22,left,VBN
278,22,after,IN
279,22,supporting,VBG
280,22,his,PRP$
281,22,own,JJ
282,22,relations,NNS
283,22,.,.
284,22,',''
285,23,185,CD
286,23,.,.
287,24,A,DT
288,24,Paka-yajna,NNP
289,24,is,VBZ
290,24,a,DT
291,24,minor,JJ
292,24,sacrifice,NN
293,24,",",","
294,24,such,JJ
295,24,as,IN
296,24,the,DT
297,24,propitiation,NN
298,24,of,IN
299,24,a,DT
300,24,planet,NN
301,24,foreboding,VBG
302,24,evil,NN
303,24,",",","
304,24,or,CC
305,24,worship,NN
306,24,offered,VBN
307,24,to,IN
308,24,the,DT
309,24,inferior,JJ
310,24,deities,NNS
311,24,called,VBN
312,24,Viswadevas,NNP
313,24,.,.
314,25,A,DT
315,25,Purnapatra,NNP
316,25,is,VBZ
317,25,literally,RB
318,25,a,DT
319,25,large,JJ
320,25,dish,NN
321,25,or,CC
322,25,basket,NN
323,25,full,JJ
324,25,of,IN
325,25,rice,NN
326,25,.,.
327,26,It,PRP
328,26,should,MD
329,26,consist,VB
330,26,of,IN
331,26,256,CD
332,26,handfuls,NNS
333,26,.,.
334,27,Beyond,IN
335,27,a,DT
336,27,Purnapatra,NNP
337,27,",",","
338,27,the,DT
339,27,Sudra,NNP
340,27,should,MD
341,27,not,RB
342,27,give,VB
343,27,any,DT
344,27,other,JJ
345,27,Dakshina,NNP
346,27,in,IN
347,27,any,DT
348,27,sacrifice,NN
349,27,of,IN
350,27,his,PRP
351,27,.,.
352,28,186,CD
353,28,.,.
354,29,This,DT
355,29,ordinance,NN
356,29,lays,VBZ
357,29,down,RP
358,29,that,IN
359,29,the,DT
360,29,Dakshina,NNP
361,29,should,MD
362,29,be,VB
363,29,a,DT
364,29,hundred,CD
365,29,thousand,CD
366,29,animals,NNS
367,29,such,JJ
368,29,as,IN
369,29,kine,NN
370,29,or,CC
371,29,horses,NNS
372,29,.,.
373,30,In,IN
374,30,the,DT
375,30,case,NN
376,30,of,IN
377,30,this,DT
378,30,particular,JJ
379,30,Sudra,NNP
380,30,",",","
381,30,that,DT
382,30,ordinance,NN
383,30,(,-LRB-
384,30,without,IN
385,30,its,PRP$
386,30,mantras,NNS
387,30,),-RRB-
388,30,was,VBD
389,30,followed,VBN
390,30,",",","
391,30,and,CC
392,30,a,DT
393,30,hundred,CD
394,30,thousand,CD
395,30,Purnapatras,NNPS
396,30,were,VBD
397,30,substituted,VBN
398,30,for,IN
399,30,kine,NN
400,30,or,CC
401,30,horses,NNS
402,30,of,IN
403,30,that,DT
404,30,number,NN
405,30,.,.
406,31,187,CD
407,31,.,.
408,32,Hence,RB
409,32,the,DT
410,32,Sudra,NNP
411,32,",",","
412,32,by,IN
413,32,devotion,NN
414,32,to,IN
415,32,the,DT
416,32,members,NNS
417,32,of,IN
418,32,the,DT
419,32,three,CD
420,32,other,JJ
421,32,classes,NNS
422,32,",",","
423,32,may,MD
424,32,earn,VB
425,32,the,DT
426,32,merit,NN
427,32,of,IN
428,32,sacrifices,NNS
429,32,though,IN
430,32,he,PRP
431,32,is,VBZ
432,32,not,RB
433,32,competent,JJ
434,32,to,TO
435,32,utter,VB
436,32,mantras,NNS
437,32,.,.
438,33,188,CD
439,33,.,.
440,34,For,IN
441,34,this,DT
442,34,reason,NN
443,34,the,DT
444,34,Sudra,NNP
445,34,earns,VBZ
446,34,the,DT
447,34,merit,NN
448,34,of,IN
449,34,the,DT
450,34,sacrifices,NNS
451,34,performed,VBN
452,34,by,IN
453,34,their,PRP$
454,34,Brahmana,NNP
455,34,masters,NNS
456,34,and,CC
457,34,progenitors,NNS
458,34,.,.
459,35,189,CD
460,35,.,.
461,36,The,DT
462,36,Brahmana,NNP
463,36,conversant,NN
464,36,with,IN
465,36,the,DT
466,36,Vedas,NNP
467,36,is,VBZ
468,36,himself,PRP
469,36,a,DT
470,36,god,NN
471,36,.,.
472,37,The,DT
473,37,Sudra,NNP
474,37,",",","
475,37,though,IN
476,37,incompetent,JJ
477,37,to,TO
478,37,read,VB
479,37,the,DT
480,37,Vedas,NNP
481,37,and,CC
482,37,utter,VB
483,37,Vedic,JJ
484,37,mantras,NNS
485,37,",",","
486,37,has,VBZ
487,37,Prajapati,NNP
488,37,for,IN
489,37,his,PRP$
490,37,god,NN
491,37,whom,WP
492,37,he,PRP
493,37,can,MD
494,37,worship,VB
495,37,with,IN
496,37,rites,NNS
497,37,other,JJ
498,37,than,IN
499,37,those,DT
500,37,laid,VBN
501,37,down,RP
502,37,in,IN
503,37,the,DT
504,37,Vedas,NNP
505,37,.,.
506,38,The,DT
507,38,Brahmanas,NNPS
508,38,have,VBP
509,38,Agni,NNP
510,38,for,IN
511,38,their,PRP$
512,38,god,NN
513,38,",",","
514,38,and,CC
515,38,the,DT
516,38,Kshatriyas,NNPS
517,38,",",","
518,38,Indra,NNP
519,38,.,.
520,39,Upadravah,NNP
521,39,means,VBZ
522,39,a,DT
523,39,servant,NN
524,39,or,CC
525,39,attendant,NN
526,39,",",","
527,39,hence,RB
528,39,",",","
529,39,a,DT
530,39,Sudra,NNP
531,39,.,.
532,40,190,CD
533,40,.,.
534,41,Sacrifices,NNS
535,41,are,VBP
536,41,performed,VBN
537,41,by,IN
538,41,the,DT
539,41,body,NN
540,41,",",","
541,41,by,IN
542,41,words,NNS
543,41,",",","
544,41,and,CC
545,41,by,IN
546,41,the,DT
547,41,mind,NN
548,41,.,.
549,42,The,DT
550,42,Brahmana,NNP
551,42,can,MD
552,42,perform,VB
553,42,sacrifices,NNS
554,42,by,IN
555,42,all,PDT
556,42,the,DT
557,42,three,CD
558,42,.,.
559,43,The,DT
560,43,Kshatriya,NNP
561,43,and,CC
562,43,the,DT
563,43,Vaisya,NNP
564,43,can,MD
565,43,not,RB
566,43,perform,VB
567,43,sacrifices,NNS
568,43,by,IN
569,43,means,NNS
570,43,of,IN
571,43,their,PRP$
572,43,bodies,NNS
573,43,.,.
574,44,They,PRP
575,44,must,MD
576,44,employ,VB
577,44,Brahmanas,NNP
578,44,in,IN
579,44,their,PRP$
580,44,sacrifices,NNS
581,44,.,.
582,45,These,DT
583,45,two,CD
584,45,orders,NNS
585,45,",",","
586,45,however,RB
587,45,",",","
588,45,can,MD
589,45,utter,VB
590,45,mantras,NNS
591,45,and,CC
592,45,perform,VB
593,45,mental,JJ
594,45,sacrifices,NNS
595,45,.,.
596,46,The,DT
597,46,Sudra,NNP
598,46,alone,RB
599,46,can,MD
