,sentence_no,word,POS_Tags
0,1,That,DT
1,1,Yogin,NNP
2,1,",",","
3,1,who,WP
4,1,having,VBG
5,1,transcended,VBN
6,1,Prakriti,NNP
7,1,attains,VBZ
8,1,to,IN
9,1,the,DT
10,1,Highest,JJS
11,1,Cause,NNP
12,1,",",","
13,1,becomes,VBZ
14,1,freed,VBN
15,1,from,IN
16,1,the,DT
17,1,obligation,NN
18,1,of,IN
19,1,a,DT
20,1,return,NN
21,1,to,IN
22,1,the,DT
23,1,world,NN
24,1,in,IN
25,1,consequence,NN
26,1,of,IN
27,1,his,PRP$
28,1,having,VBG
29,1,attained,VBN
30,1,to,IN
31,1,that,DT
32,1,which,WDT
33,1,is,VBZ
34,1,the,DT
35,1,highest,JJS
36,1,.,.
37,2,',''
38,2,'',''
39,2,',''
40,2,'',''
41,2,[,-LRB-
42,2,1080,CD
43,2,],-RRB-
44,2,SECTION,NN
45,2,CCLII,NNP
46,2,'',''
47,2,',''
48,2,'',''
49,2,Vyasa,NNP
50,2,said,VBD
51,2,",",","
52,2,',''
53,2,Unto,IN
54,2,a,DT
55,2,disciple,NN
56,2,that,WDT
57,2,wishes,VBZ
58,2,to,TO
59,2,enquire,VB
60,2,after,IN
61,2,Emancipation,NNP
62,2,after,IN
63,2,having,VBG
64,2,transcended,VBN
65,2,all,DT
66,2,pairs,NNS
67,2,of,IN
68,2,opposites,NNS
69,2,and,CC
70,2,accomplished,VBN
71,2,the,DT
72,2,concerns,NNS
73,2,of,IN
74,2,both,CC
75,2,profit,NN
76,2,and,CC
77,2,religion,NN
78,2,",",","
79,2,an,DT
80,2,accomplished,JJ
81,2,preceptor,NN
82,2,should,MD
83,2,first,RB
84,2,recount,VB
85,2,all,DT
86,2,that,WDT
87,2,has,VBZ
88,2,been,VBN
89,2,said,VBN
90,2,in,IN
91,2,the,DT
92,2,foregoing,VBG
93,2,section,NN
94,2,",",","
95,2,which,WDT
96,2,is,VBZ
97,2,elaborate,JJ
98,2,",",","
99,2,on,IN
100,2,the,DT
101,2,topic,NN
102,2,of,IN
103,2,Adhyatma,NNP
104,2,.,.
105,3,[,-LRB-
106,3,1081,CD
107,3,],-RRB-
108,3,Space,NN
109,3,",",","
110,3,wind,NN
111,3,",",","
112,3,light,NN
113,3,",",","
114,3,water,NN
115,3,and,CC
116,3,earth,NN
117,3,counted,VBN
118,3,as,IN
119,3,the,DT
120,3,fifth,JJ
121,3,",",","
122,3,and,CC
123,3,bhava,NN
124,3,and,CC
125,3,abhava,NN
126,3,and,CC
127,3,time,NN
128,3,",",","
129,3,exist,VBP
130,3,in,IN
131,3,all,DT
132,3,living,VBG
133,3,creatures,NNS
134,3,having,VBG
135,3,the,DT
136,3,five,CD
137,3,for,IN
138,3,their,PRP$
139,3,constituent,JJ
140,3,ingredients,NNS
141,3,.,.
142,4,[,-LRB-
143,4,1082,CD
144,4,],-RRB-
145,4,Space,NN
