,sentence_no,word,POS_Tags
0,1,Failing,VBG
1,1,in,IN
2,1,this,DT
3,1,",",","
4,1,O,UH
5,1,Kausika,NNP
6,1,",",","
7,1,I,PRP
8,1,would,MD
9,1,rather,RB
10,1,prefer,VB
11,1,dissolution,NN
12,1,itself,PRP
13,1,.,.
14,2,Go,VB
15,2,or,CC
16,2,remain,VB
17,2,",",","
18,2,O,UH
19,2,Sakra,NNP
20,2,",",","
21,2,as,IN
22,2,thou,RB
23,2,",",","
24,2,O,UH
25,2,slayer,NN
26,2,of,IN
27,2,Vala,NNP
28,2,",",","
29,2,desirest,UH
30,2,.,.
31,3,I,PRP
32,3,wish,VBP
33,3,to,TO
34,3,have,VB
35,3,boons,NNS
36,3,or,CC
37,3,curses,NNS
38,3,from,IN
39,3,Mahadeva,NNP
40,3,.,.
41,4,No,DT
42,4,other,JJ
43,4,deity,NN
44,4,shall,MD
45,4,I,PRP
46,4,ever,RB
47,4,acknowledge,VB
48,4,",",","
49,4,nor,CC
50,4,would,MD
51,4,I,PRP
52,4,have,VB
53,4,from,IN
54,4,any,DT
55,4,other,JJ
56,4,deity,NN
57,4,the,DT
58,4,fruition,NN
59,4,of,IN
60,4,all,PDT
61,4,my,PRP$
62,4,wishes,NNS
63,4,.,.
64,4,--,:
65,4,Having,VBG
66,4,said,VBD
67,4,these,DT
68,4,words,NNS
69,4,unto,IN
70,4,the,DT
71,4,chief,NN
72,4,of,IN
73,4,the,DT
74,4,celestials,NNS
75,4,",",","
76,4,I,PRP
77,4,became,VBD
78,4,overwhelmed,JJ
79,4,with,IN
80,4,grief,NN
81,4,at,IN
82,4,the,DT
83,4,thought,NN
84,4,of,IN
85,4,Mahadeva,NNP
86,4,not,RB
87,4,having,VBG
88,4,been,VBN
89,4,gratified,VBN
90,4,with,IN
91,4,me,PRP
92,4,not,RB
93,4,withstanding,VBG
94,4,my,PRP$
95,4,severe,JJ
96,4,austerities,NNS
97,4,.,.
98,5,Within,IN
99,5,the,DT
100,5,twinkling,NN
101,5,of,IN
102,5,an,DT
103,5,eye,NN
104,5,",",","
105,5,however,RB
106,5,",",","
107,5,I,PRP
108,5,saw,VBD
109,5,the,DT
110,5,celestial,JJ
111,5,elephant,NN
112,5,I,PRP
113,5,had,VBD
114,5,beheld,VBN
115,5,before,IN
116,5,me,PRP
117,5,transformed,VBD
118,5,into,IN
119,5,a,DT
120,5,bull,NN
121,5,as,RB
122,5,white,JJ
123,5,as,IN
124,5,a,DT
125,5,swan,NN
126,5,",",","
127,5,or,CC
128,5,the,DT
129,5,Jasminum,NNP
130,5,pubescens,NNS
131,5,",",","
132,5,or,CC
133,5,a,DT
134,5,stalk,NN
135,5,of,IN
136,5,the,DT
137,5,lotus,NN
138,5,or,CC
139,5,silver,NN
140,5,",",","
141,5,or,CC
142,5,the,DT
143,5,ocean,NN
144,5,of,IN
145,5,milk,NN
146,5,.,.
147,6,Of,IN
148,6,huge,JJ
149,6,body,NN
150,6,",",","
151,6,the,DT
152,6,hair,NN
153,6,of,IN
154,6,its,PRP$
155,6,tail,NN
156,6,was,VBD
157,6,black,JJ
158,6,and,CC
159,6,the,DT
160,6,hue,NN
161,6,of,IN
162,6,its,PRP$
163,6,eyes,NNS
164,6,was,VBD
165,6,tawny,JJ
166,6,like,IN
167,6,that,DT
168,6,of,IN
169,6,honey,NN
170,6,.,.
171,7,Its,PRP$
172,7,horns,NNS
173,7,were,VBD
174,7,hard,JJ
175,7,as,IN
176,7,adamant,JJ
177,7,and,CC
178,7,had,VBD
179,7,the,DT
180,7,colour,NN
181,7,of,IN
182,7,gold,NN
183,7,.,.
184,8,With,IN
185,8,their,PRP$
186,8,very,RB
187,8,sharp,JJ
188,8,ends,NNS
189,8,",",","
190,8,whose,WP$
191,8,hue,NN
192,8,was,VBD
193,8,a,DT
194,8,mild,JJ
195,8,red,NN
196,8,",",","
197,8,the,DT
198,8,bull,NN
199,8,seemed,VBD
200,8,to,TO
201,8,tear,VB
202,8,the,DT
203,8,Earth,NNP
204,8,.,.
205,9,The,DT
206,9,animal,NN
207,9,was,VBD
208,9,adorned,VBN
209,9,all,RB
210,9,over,RB
211,9,with,IN
212,9,ornaments,NNS
213,9,made,VBN
214,9,of,IN
215,9,the,DT
216,9,purest,JJS
217,9,gold,NN
218,9,.,.
219,10,Its,PRP$
220,10,face,NN
221,10,and,CC
222,10,hoofs,NNS
223,10,and,CC
224,10,nose,NN
225,10,and,CC
226,10,ears,NNS
227,10,were,VBD
228,10,exceedingly,RB
229,10,beautiful,JJ
230,10,and,CC
231,10,its,PRP$
232,10,waist,NN
233,10,too,RB
234,10,exceedingly,RB
235,10,well-formed,JJ
236,10,.,.
237,11,Its,PRP$
238,11,flanks,NNS
239,11,were,VBD
240,11,possessed,VBN
241,11,of,IN
242,11,great,JJ
243,11,beauty,NN
244,11,and,CC
245,11,its,PRP$
246,11,neck,NN
247,11,was,VBD
248,11,very,RB
249,11,thick,JJ
250,11,.,.
251,12,Its,PRP$
252,12,whole,JJ
253,12,form,NN
254,12,was,VBD
255,12,exceedingly,RB
256,12,agreeable,JJ
257,12,and,CC
258,12,beautiful,JJ
259,12,to,TO
260,12,look,VB
261,12,at,IN
262,12,.,.
263,13,Its,PRP$
264,13,hump,NN
265,13,shone,VBD
266,13,with,IN
267,13,great,JJ
268,13,beauty,NN
269,13,and,CC
270,13,seemed,VBD
271,13,to,TO
272,13,occupy,VB
273,13,the,DT
274,13,whole,NN
275,13,of,IN
276,13,its,PRP$
277,13,shoulder-joint,NN
278,13,.,.
279,14,And,CC
280,14,it,PRP
281,14,looked,VBD
282,14,like,IN
283,14,the,DT
284,14,summit,NN
285,14,of,IN
286,14,a,DT
287,14,mountain,NN
288,14,of,IN
289,14,snow,NN
290,14,or,CC
291,14,like,IN
292,14,a,DT
293,14,cliff,NN
294,14,of,IN
295,14,white,JJ
296,14,clouds,NNS
297,14,in,IN
298,14,the,DT
299,14,sky,NN
300,14,.,.
301,15,Upon,IN
302,15,the,DT
303,15,back,NN
304,15,of,IN
305,15,that,DT
306,15,animal,NN
307,15,I,PRP
308,15,beheld,VBD
309,15,seated,VBD
310,15,the,DT
311,15,illustrious,JJ
312,15,Mahadeva,NNP
313,15,with,IN
314,15,his,PRP$
315,15,spouse,NN
316,15,Uma,NNP
317,15,.,.
318,16,Verily,RB
319,16,",",","
320,16,Mahadeva,NNP
321,16,shone,VBD
322,16,like,IN
323,16,the,DT
324,16,lord,NN
325,16,of,IN
326,16,stars,NNS
327,16,while,IN
328,16,he,PRP
329,16,is,VBZ
330,16,at,IN
331,16,his,PRP$
332,16,full,JJ
333,16,.,.
334,17,The,DT
335,17,fire,NN
336,17,born,VBN
337,17,of,IN
338,17,his,PRP$
339,17,energy,NN
340,17,resembled,VBD
341,17,in,IN
342,17,effulgence,NN
343,17,the,DT
344,17,lightening,NN
345,17,that,WDT
346,17,flashes,VBZ
347,17,amid,IN
348,17,clouds,NNS
349,17,.,.
350,18,Verily,RB
351,18,",",","
352,18,it,PRP
353,18,seemed,VBD
354,18,as,IN
355,18,if,IN
356,18,a,DT
357,18,thousand,CD
358,18,suns,NNS
359,18,rose,VBD
360,18,there,RB
361,18,",",","
362,18,filling,VBG
363,18,every,DT
364,18,side,NN
365,18,with,IN
366,18,a,DT
367,18,dazzling,VBG
368,18,splendour,NN
369,18,.,.
370,19,The,DT
371,19,energy,NN
372,19,of,IN
373,19,the,DT
374,19,Supreme,NNP
375,19,Lord,NNP
376,19,looked,VBD
377,19,like,IN
378,19,the,DT
379,19,Samvartaka,NNP
380,19,fire,NN
381,19,which,WDT
382,19,destroys,VBZ
