,sentence_no,word,POS_Tags
0,1,Through,IN
1,1,the,DT
2,1,union,NN
3,1,of,IN
4,1,both,CC
5,1,prosperity,NN
6,1,and,CC
7,1,adversity,NN
8,1,(,","
9,1,in,IN
10,1,man,NN
11,1,',POS
12,1,s,POS
13,1,life,NN
14,1,),-RRB-
15,1,",",","
16,1,there,EX
17,1,arise,VBP
18,1,friendships,NNS
19,1,and,CC
20,1,animosities,NNS
21,1,.,.
22,2,Thousands,NNS
23,2,and,CC
24,2,thousands,NNS
25,2,of,IN
26,2,existences,NNS
27,2,are,VBP
28,2,continually,RB
29,2,revolving,VBG
30,2,(,","
31,2,in,IN
32,2,respect,NN
33,2,of,IN
34,2,every,DT
35,2,Jiva,NNP
36,2,),-RRB-
37,2,",",","
38,2,and,CC
39,2,in,IN
40,2,every,DT
41,2,mode,NN
42,2,of,IN
43,2,Jiva,NNP
44,2,',POS
45,2,s,NN
46,2,existence,NN
47,2,these,DT
48,2,must,MD
49,2,occur,VB
50,2,.,.
51,3,[,-LRB-
52,3,1531,CD
53,3,],-RRB-
54,3,For,IN
55,3,this,DT
56,3,reason,NN
57,3,",",","
58,3,be,VB
59,3,thou,RB
60,3,attached,VBN
61,3,to,IN
62,3,good,JJ
63,3,qualities,NNS
64,3,of,IN
65,3,every,DT
66,3,kind,NN
67,3,",",","
68,3,but,CC
69,3,never,RB
70,3,to,IN
71,3,faults,NNS
72,3,.,.
73,4,Such,JJ
74,4,is,VBZ
75,4,the,DT
76,4,character,NN
77,4,of,IN
78,4,good,JJ
79,4,qualities,NNS
80,4,that,IN
81,4,if,IN
82,4,the,DT
83,4,most,RBS
84,4,foolish,JJ
85,4,person,NN
86,4,",",","
87,4,bereft,JJ
88,4,of,IN
89,4,every,DT
90,4,virtue,NN
91,4,",",","
92,4,hears,VBZ
93,4,himself,PRP
94,4,praised,JJ
95,4,for,IN
96,4,any,DT
97,4,good,JJ
98,4,quality,NN
99,4,",",","
100,4,he,PRP
101,4,becomes,VBZ
102,4,filled,VBN
103,4,with,IN
104,4,joy,NN
105,4,.,.
106,5,Virtue,NN
107,5,and,CC
108,5,sin,NN
109,5,exist,VBP
110,5,",",","
111,5,O,UH
112,5,king,NN
113,5,",",","
114,5,only,RB
115,5,among,IN
116,5,men,NNS
117,5,.,.
118,6,These,DT
119,6,do,VBP
120,6,not,RB
121,6,exist,VB
122,6,among,IN
123,6,creatures,NNS
124,6,other,JJ
125,6,than,IN
126,6,man,NN
127,6,.,.
128,7,One,PRP
129,7,should,MD
130,7,therefore,RB
131,7,",",","
132,7,whether,IN
133,7,in,IN
134,7,need,NN
135,7,of,IN
136,7,food,NN
137,7,and,CC
138,7,other,JJ
139,7,necessaries,NNS
140,7,of,IN
141,7,life,NN
142,7,or,CC
143,7,transcending,VBG
144,7,such,JJ
145,7,need,NN
146,7,",",","
147,7,be,VB
148,7,of,IN
149,7,virtuous,JJ
150,7,disposition,NN
151,7,",",","
152,7,acquire,VB
153,7,knowledge,NN
154,7,",",","
155,7,always,RB
156,7,look,VB
157,7,upon,IN
158,7,all,DT
159,7,creatures,NNS
160,7,as,IN
161,7,one,CD
162,7,',''
163,7,s,VBZ
164,7,own,JJ
165,7,self,NN
166,7,",",","
167,7,and,CC
168,7,abstain,VB
169,7,totally,RB
170,7,from,IN
171,7,inflicting,VBG
172,7,any,DT
173,7,kind,NN
174,7,of,IN
175,7,injury,NN
176,7,.,.
177,8,When,WRB
178,8,one,CD
179,8,',''
180,8,s,POS
181,8,mind,NN
182,8,becomes,VBZ
183,8,divested,VBN
184,8,of,IN
185,8,desire,NN
186,8,",",","
187,8,and,CC
188,8,when,WRB
189,8,all,DT
190,8,Darkness,NNP
191,8,is,VBZ
192,8,dispelled,VBN
193,8,from,IN
194,8,it,PRP
195,8,",",","
196,8,it,PRP
197,8,is,VBZ
198,8,then,RB
199,8,that,IN
200,8,one,PRP
201,8,succeeds,VBZ
202,8,in,IN
203,8,obtaining,VBG
204,8,what,WP
205,8,is,VBZ
206,8,auspicious,JJ
207,8,.,.
208,8,',''
209,8,'',''
210,8,',''
211,8,'',''
212,9,SECTION,NN
213,9,CCXCVI,NNP
214,9,'',''
215,9,',''
216,9,'',''
217,9,Parasara,NNP
218,9,said,VBD
219,9,",",","
220,9,',''
221,9,I,PRP
222,9,have,VBP
223,9,now,RB
224,9,discoursed,VBN
225,9,to,IN
226,9,thee,NN
227,9,on,IN
228,9,what,WP
229,9,the,DT
230,9,ordinances,NNS
231,9,are,VBP
232,9,of,IN
233,9,the,DT
234,9,duties,NNS
235,9,in,IN
236,9,respect,NN
237,9,of,IN
238,9,one,CD
