,sentence_no,word,POS_Tags
0,1,As,IN
1,1,I,PRP
2,1,have,VBP
3,1,already,RB
4,1,told,VBN
5,1,thee,PRP
6,1,even,RB
7,1,one,CD
8,1,such,JJ
9,1,Brahmana,NNP
10,1,is,VBZ
11,1,fully,RB
12,1,competent,JJ
13,1,to,TO
14,1,rescue,VB
15,1,the,DT
16,1,entire,JJ
17,1,race,NN
18,1,to,TO
19,1,which,WDT
20,1,the,DT
21,1,giver,NN
22,1,belongs,VBZ
23,1,.,.
24,2,What,WP
25,2,need,VBP
26,2,I,PRP
27,2,say,VBP
28,2,",",","
29,2,therefore,RB
30,2,",",","
31,2,O,UH
32,2,dear,JJ
33,2,son,NN
34,2,",",","
35,2,of,IN
36,2,the,DT
37,2,merit,NN
38,2,of,IN
39,2,making,VBG
40,2,gifts,NNS
41,2,unto,IN
42,2,many,JJ
43,2,Brahmanas,NNP
44,2,of,IN
45,2,such,JJ
46,2,qualifications,NNS
47,2,?,.
48,3,In,IN
49,3,making,VBG
50,3,gifts,NNS
51,3,",",","
52,3,therefore,RB
53,3,one,PRP
54,3,should,MD
55,3,always,RB
56,3,select,VB
57,3,the,DT
58,3,object,NN
59,3,to,TO
60,3,whom,WP
61,3,the,DT
62,3,gifts,NNS
63,3,are,VBP
64,3,to,TO
65,3,be,VB
66,3,made,VBN
67,3,.,.
68,4,Hearing,VBG
69,4,of,IN
70,4,a,DT
71,4,Brahmana,NNP
72,4,possessed,VBN
73,4,of,IN
74,4,proper,JJ
75,4,qualifications,NNS
76,4,and,CC
77,4,regarded,VBN
78,4,with,IN
79,4,respect,NN
80,4,by,IN
81,4,all,DT
82,4,good,JJ
83,4,people,NNS
84,4,",",","
85,4,one,PRP
86,4,should,MD
87,4,invite,VB
88,4,him,PRP
89,4,even,RB
90,4,if,IN
91,4,he,PRP
92,4,resides,VBZ
93,4,at,IN
94,4,a,DT
95,4,distance,NN
96,4,and,CC
97,4,welcome,VBP
98,4,him,PRP
99,4,when,WRB
100,4,he,PRP
101,4,arrives,VBZ
102,4,and,CC
103,4,one,PRP
104,4,should,MD
105,4,worship,VB
106,4,him,PRP
107,4,by,IN
108,4,all,DT
109,4,means,NNS
110,4,in,IN
111,4,his,PRP$
112,4,power,NN
113,4,.,.
114,4,'',''
115,4,',''
116,4,'',''
117,5,SECTION,NN
118,5,XXIII,NNP
119,5,'',''
120,5,',''
121,5,Yudhishthira,NNP
122,5,said,VBD
123,5,",",","
124,5,``,``
125,5,I,PRP
126,5,desire,VBP
127,5,thee,PRP
128,5,",",","
129,5,O,UH
130,5,grandsire,NN
131,5,",",","
132,5,to,TO
133,5,tell,VB
134,5,me,PRP
135,5,what,WP
136,5,the,DT
137,5,ordinances,NNS
138,5,are,VBP
139,5,that,WDT
140,5,have,VBP
141,5,been,VBN
142,5,laid,VBN
143,5,down,RP
144,5,by,IN
145,5,the,DT
146,5,acts,NNS
147,5,touching,VBG
148,5,the,DT
149,5,deities,NNS
150,5,and,CC
151,5,the,DT
152,5,(,-LRB-
153,5,deceased,JJ
154,5,),-RRB-
155,5,ancestors,NNS
156,5,on,IN
157,5,occasions,NNS
158,5,of,IN
159,5,Sraddhas,NNP
160,5,.,.
161,5,'',''
162,6,``,``
163,6,',''
164,6,Bhishma,NNP
165,6,said,VBD
166,6,",",","
167,6,``,``
168,6,Having,VBG
169,6,purified,VBN
170,6,oneself,PRP
171,6,(,","
172,6,by,IN
173,6,baths,NNS
174,6,and,CC
175,6,other,JJ
176,6,purificatory,JJ
177,6,acts,NNS
178,6,),","
179,6,and,CC
180,6,then,RB
181,6,going,VBG
182,6,through,IN
183,6,the,DT
184,6,well-known,JJ
185,6,auspicious,JJ
186,6,rites,NNS
187,6,",",","
188,6,one,PRP
189,6,should,MD
190,6,carefully,RB
191,6,do,VB
192,6,all,DT
193,6,acts,NNS
194,6,relating,VBG
195,6,to,IN
196,6,the,DT
197,6,deities,NNS
198,6,in,IN
199,6,the,DT
200,6,forenoon,NN
201,6,",",","
202,6,and,CC
203,6,all,DT
204,6,acts,NNS
205,6,relating,VBG
206,6,to,IN
207,6,the,DT
208,6,Pitris,NNP
209,6,in,IN
210,6,the,DT
211,6,afternoon,NN
212,6,.,.
213,7,What,WP
214,7,is,VBZ
215,7,given,VBN
216,7,to,IN
217,7,men,NNS
218,7,should,MD
219,7,be,VB
220,7,given,VBN
221,7,in,IN
222,7,the,DT
223,7,midday,NN
224,7,with,IN
225,7,affection,NN
226,7,and,CC
227,7,regard,NN
228,7,.,.
229,8,That,DT
230,8,gift,NN
231,8,which,WDT
232,8,is,VBZ
233,8,made,VBN
234,8,untimely,JJ
235,8,is,VBZ
236,8,appropriated,VBN
237,8,by,IN
238,8,Rakshasas,NNP
239,8,.,.
240,9,[,-LRB-
241,9,211,CD
242,9,],-RRB-
243,9,Gifts,NNS
244,9,of,IN
245,9,articles,NNS
246,9,that,WDT
247,9,have,VBP
248,9,been,VBN
249,9,leapt,VBN
250,9,over,RP
251,9,by,IN
252,9,any,DT
253,9,one,NN
254,9,",",","
255,9,or,CC
256,9,been,VBN
257,9,licked,VBN
258,9,or,CC
259,9,sucked,VBN
260,9,",",","
261,9,that,WDT
262,9,are,VBP
263,9,not,RB
264,9,given,VBN
265,9,peacefully,RB
266,9,",",","
267,9,that,WDT
268,9,have,VBP
269,9,been,VBN
270,9,seen,VBN
271,9,by,IN
272,9,women,NNS
273,9,that,WDT
274,9,are,VBP
275,9,impure,JJ
276,9,in,IN
277,9,consequence,NN
278,9,of,IN
279,9,their,PRP$
280,9,season,NN
281,9,having,VBG
282,9,come,VBN
283,9,",",","
284,9,do,VBP
285,9,not,RB
286,9,produce,VB
287,9,any,DT
288,9,merit,NN
289,9,.,.
290,10,Such,JJ
291,10,gifts,NNS
292,10,are,VBP
293,10,regarded,VBN
294,10,as,IN
295,10,the,DT
296,10,portion,NN
297,10,belonging,VBG
298,10,to,IN
299,10,the,DT
300,10,Rakshasas,NNPS
301,10,.,.
302,11,Gifts,NNS
303,11,of,IN
304,11,articles,NNS
305,11,that,WDT
306,11,have,VBP
307,11,been,VBN
308,11,proclaimed,VBN
309,11,before,IN
310,11,many,JJ
311,11,people,NNS
312,11,or,CC
313,11,from,IN
314,11,which,WDT
315,11,a,DT
316,11,portion,NN
317,11,has,VBZ
318,11,been,VBN
319,11,eaten,VBN
320,11,by,IN
321,11,a,DT
322,11,Sudra,NNP
323,11,",",","
324,11,or,CC
325,11,that,WDT
326,11,have,VBP
327,11,been,VBN
328,11,seen,VBN
329,11,or,CC
330,11,licked,VBN
331,11,by,IN
332,11,a,DT
333,11,dog,NN
334,11,",",","
335,11,form,NN
336,11,portions,NNS
337,11,of,IN
338,11,Rakshasas,NNP
339,11,.,.
340,12,Food,NN
341,12,which,WDT
342,12,is,VBZ
343,12,mixed,VBN
344,12,with,IN
345,12,hair,NN
346,12,or,CC
347,12,in,IN
348,12,which,WDT
349,12,there,EX
350,12,are,VBP
351,12,worms,NNS
352,12,",",","
353,12,or,CC
354,12,which,WDT
355,12,has,VBZ
356,12,been,VBN
357,12,stained,VBN
358,12,with,IN
359,12,spittle,NN
360,12,or,CC
361,12,saliva,NN
362,12,or,CC
363,12,which,WDT
364,12,has,VBZ
365,12,been,VBN
366,12,gazed,VBN
367,12,at,IN
368,12,by,IN
369,12,a,DT
370,12,dog,NN
371,12,or,CC
372,12,into,IN
373,12,which,WDT
374,12,tear-drops,NNS
375,12,have,VBP
376,12,fallen,VBN
377,12,or,CC
378,12,which,WDT
379,12,has,VBZ
380,12,been,VBN
381,12,trodden,VBN
382,12,upon,IN
383,12,should,MD
384,12,be,VB
385,12,known,VBN
386,12,as,IN
387,12,forming,VBG
388,12,the,DT
389,12,portion,NN
390,12,of,IN
391,12,Rakshasas,NNP
392,12,.,.
393,13,Food,NN
394,13,that,WDT
395,13,has,VBZ
396,13,been,VBN
397,13,eaten,VBN
398,13,by,IN
399,13,a,DT
400,13,person,NN
401,13,incompetent,JJ
402,13,to,TO
403,13,utter,VB
404,13,the,DT
405,13,syllable,NN
406,13,Om,UH
407,13,",",","
408,13,or,CC
409,13,that,WDT
410,13,has,VBZ
411,13,been,VBN
412,13,eaten,VBN
413,13,by,IN
414,13,a,DT
415,13,person,NN
416,13,bearing,VBG
417,13,arms,NNS
418,13,",",","
419,13,O,NNP
420,13,Bharata,NNP
421,13,",",","
422,13,or,CC
423,13,that,WDT
424,13,has,VBZ
425,13,been,VBN
426,13,eaten,VBN
427,13,by,IN
428,13,a,DT
429,13,wicked,JJ
430,13,person,NN
431,13,should,MD
432,13,be,VB
433,13,known,VBN
434,13,to,TO
435,13,form,VB
436,13,the,DT
437,13,portion,NN
438,13,of,IN
439,13,Rakshasas,NNP
440,13,.,.
441,14,[,-LRB-
442,14,212,CD
443,14,],-RRB-
444,14,The,DT
445,14,food,NN
446,14,that,WDT
447,14,is,VBZ
448,14,eaten,VBN
449,14,by,IN
450,14,a,DT
451,14,person,NN
452,14,from,IN
453,14,which,WDT
454,14,a,DT
455,14,portion,NN
456,14,has,VBZ
457,14,already,RB
458,14,been,VBN
459,14,eaten,VBN
460,14,by,IN
461,14,another,DT
462,14,",",","
463,14,or,CC
464,14,which,WDT
465,14,is,VBZ
466,14,eaten,VBN
467,14,without,IN
468,14,a,DT
469,14,part,NN
470,14,thereof,RB
471,14,having,VBG
472,14,been,VBN
473,14,offered,VBN
474,14,to,IN
475,14,deities,NNS
476,14,and,CC
477,14,guests,NNS
478,14,and,CC
479,14,children,NNS
480,14,",",","
481,14,is,VBZ
482,14,appropriated,VBN
483,14,by,IN
484,14,Rakshasas,NNP
485,14,.,.
486,15,Such,JJ
487,15,stained,VBN
488,15,food,NN
489,15,",",","
490,15,if,IN
491,15,offered,VBN
492,15,to,IN
493,15,the,DT
494,15,deities,NNS
495,15,and,CC
496,15,Pitris,NNP
497,15,is,VBZ
498,15,never,RB
499,15,accepted,VBN
500,15,by,IN
501,15,them,PRP
502,15,but,CC
503,15,is,VBZ
504,15,appropriated,VBN
505,15,by,IN
506,15,Rakshasas,NNP
507,15,.,.
508,16,The,DT
509,16,food,NN
510,16,offered,VBN
511,16,by,IN
512,16,the,DT
513,16,three,CD
514,16,regenerate,JJ
515,16,classes,NNS
516,16,in,IN
517,16,Sraddhas,NNP
518,16,",",","
519,16,in,IN
520,16,which,WDT
521,16,Mantras,NNS
522,16,are,VBP
523,16,either,CC
524,16,not,RB
525,16,uttered,VBN
526,16,or,CC
527,16,uttered,VBN
528,16,incorrectly,RB
529,16,and,CC
530,16,in,IN
531,16,which,WDT
532,16,the,DT
533,16,ordinances,NNS
534,16,laid,VBN
535,16,down,RP
536,16,in,IN
537,16,the,DT
538,16,scriptures,NNS
539,16,are,VBP
540,16,not,RB
541,16,complied,VBN
542,16,with,IN
543,16,",",","
544,16,if,IN
545,16,distributed,VBN
546,16,to,IN
547,16,guests,NNS
548,16,and,CC
549,16,other,JJ
550,16,people,NNS
551,16,",",","
552,16,is,VBZ
553,16,appropriated,VBN
554,16,by,IN
555,16,Rakshasas,NNP
556,16,.,.
557,17,The,DT
558,17,food,NN
559,17,that,WDT
560,17,is,VBZ
561,17,distributed,VBN
562,17,to,IN
563,17,guests,NNS
564,17,without,IN
565,17,having,VBG
566,17,been,VBN
567,17,previously,RB
568,17,dedicated,VBN
569,17,to,IN
570,17,the,DT
571,17,deities,NNS
572,17,or,CC
573,17,the,DT
574,17,Pitris,NNP
575,17,with,IN
576,17,the,DT
577,17,aid,NN
578,17,of,IN
579,17,libation,NN
580,17,on,IN
581,17,the,DT
582,17,sacred,JJ
583,17,fire,NN
584,17,",",","
585,17,which,WDT
586,17,has,VBZ
587,17,been,VBN
588,17,stained,VBN
589,17,in,IN
590,17,consequence,NN
591,17,of,IN
592,17,a,DT
593,17,portion,NN
594,17,thereof,RB
595,17,having,VBG
596,17,been,VBN
597,17,eaten,VBN
598,17,by,IN
599,17,a,DT
600,17,person,NN
601,17,that,WDT
602,17,is,VBZ
603,17,wicked,JJ
604,17,or,CC
605,17,of,IN
606,17,irreligious,JJ
607,17,behaviour,NN
608,17,",",","
609,17,should,MD
610,17,be,VB
611,17,known,VBN
612,17,to,TO
613,17,form,VB
614,17,the,DT
615,17,portion,NN
616,17,of,IN
617,17,Rakshasas,NNP
618,17,.,.
619,18,``,``
620,18,',''
621,18,'',''
622,18,I,PRP
623,18,have,VBP
624,18,told,VBN
625,18,thee,PRP
626,18,what,WP
627,18,the,DT
628,18,portions,NNS
629,18,are,VBP
630,18,of,IN
631,18,the,DT
632,18,Rakshasas,NNPS
633,18,.,.
634,19,Listen,VB
635,19,now,RB
636,19,to,IN
637,19,me,PRP
638,19,as,IN
639,19,I,PRP
640,19,lay,VBD
641,19,down,RP
642,19,the,DT
643,19,rules,NNS
644,19,for,IN
645,19,ascertaining,VBG
646,19,who,WP
647,19,the,DT
648,19,Brahmana,NNP
649,19,is,VBZ
650,19,that,WDT
651,19,is,VBZ
652,19,deserving,JJ
653,19,of,IN
654,19,gift,NN
655,19,.,.
656,20,[,-LRB-
657,20,213,CD
658,20,],-RRB-
659,20,All,DT
660,20,Brahmanas,NNP
661,20,that,WDT
662,20,have,VBP
663,20,been,VBN
664,20,outcasted,VBN
665,20,(,","
666,20,on,IN
667,20,account,NN
668,20,of,IN
669,20,the,DT
670,20,commission,NN
671,20,of,IN
672,20,heinous,JJ
673,20,sins,NNS
674,20,),-RRB-
675,20,",",","
676,20,as,IN
677,20,also,RB
678,20,Brahmanas,NNP
679,20,that,WDT
680,20,are,VBP
681,20,idiots,NNS
682,20,and,CC
683,20,out,IN
684,20,of,IN
685,20,mind,NN
686,20,",",","
687,20,do,VBP
688,20,not,RB
689,20,deserve,VB
690,20,to,TO
691,20,be,VB
692,20,invited,VBN
693,20,to,IN
694,20,Sraddhas,NNP
695,20,in,IN
696,20,which,WDT
697,20,offerings,NNS
698,20,are,VBP
699,20,made,VBN
700,20,to,IN
701,20,either,CC
702,20,the,DT
703,20,deities,NNS
704,20,or,CC
705,20,the,DT
706,20,Pitris,NNP
707,20,.,.
708,21,That,DT
709,21,Brahmana,NNP
710,21,who,WP
711,21,is,VBZ
712,21,afflicted,VBN
713,21,with,IN
714,21,leucoderma,NN
715,21,",",","
716,21,or,CC
717,21,he,PRP
718,21,that,WDT
719,21,is,VBZ
720,21,destitute,JJ
721,21,of,IN
722,21,virility,NN
723,21,",",","
724,21,or,CC
725,21,he,PRP
726,21,that,WDT
727,21,has,VBZ
728,21,got,VBN
729,21,leprosy,NN
730,21,",",","
731,21,or,CC
732,21,he,PRP
733,21,that,WDT
734,21,has,VBZ
735,21,got,VBN
736,21,phthisis,NN
737,21,or,CC
738,21,he,PRP
739,21,that,WDT
740,21,is,VBZ
741,21,labouring,VBG
742,21,under,IN
743,21,epilepsy,NN
744,21,(,:
745,21,with,IN
746,21,delusions,NNS
747,21,of,IN
748,21,the,DT
749,21,sensorium,NN
750,21,),-RRB-
751,21,",",","
752,21,or,CC
753,21,he,PRP
754,21,that,WDT
755,21,is,VBZ
756,21,blind,JJ
757,21,",",","
758,21,should,MD
759,21,not,RB
760,21,",",","
761,21,O,UH
762,21,king,NN
763,21,",",","
764,21,be,VB
765,21,invited,VBN
766,21,.,.
767,22,[,-LRB-
768,22,214,CD
769,22,],-RRB-
770,22,Those,DT
771,22,Brahmanas,NNPS
772,22,that,WDT
773,22,practise,VBP
774,22,the,DT
775,22,calling,NN
776,22,of,IN
777,22,physicians,NNS
778,22,",",","
779,22,those,DT
780,22,that,WDT
781,22,receive,VBP
782,22,regular,JJ
783,22,pay,NN
784,22,for,IN
785,22,worshipping,VBG
786,22,the,DT
787,22,images,NNS
788,22,of,IN
789,22,deities,NNS
790,22,established,VBN
791,22,by,IN
792,22,the,DT
793,22,rich,JJ
794,22,",",","
795,22,or,CC
796,22,live,VBP
797,22,upon,IN
798,22,the,DT
799,22,service,NN
800,22,of,IN
801,22,the,DT
802,22,deities,NNS
803,22,",",","
804,22,those,DT
805,22,that,WDT
806,22,are,VBP
807,22,observant,JJ
808,22,of,IN
809,22,vows,NNS
810,22,from,IN
811,22,pride,NN
812,22,or,CC
813,22,other,JJ
814,22,false,JJ
815,22,motives,NNS
816,22,",",","
817,22,and,CC
818,22,those,DT
819,22,that,WDT
820,22,sell,VBP
821,22,Soma,NNP
822,22,",",","
823,22,do,VBP
824,22,not,RB
825,22,deserve,VB
826,22,to,TO
827,22,be,VB
828,22,invited,VBN
829,22,.,.
830,23,Those,DT
831,23,Brahmanas,NNPS
832,23,that,WDT
833,23,are,VBP
834,23,",",","
835,23,by,IN
836,23,profession,NN
837,23,",",","
838,23,vocalists,NNS
839,23,",",","
840,23,or,CC
841,23,dancers,NNS
842,23,or,CC
843,23,players,NNS
844,23,or,CC
845,23,instrumental,JJ
846,23,musicians,NNS
847,23,",",","
848,23,or,CC
849,23,reciters,NNS
850,23,of,IN
851,23,sacred,JJ
852,23,books,NNS
853,23,",",","
854,23,or,CC
855,23,warriors,NNS
856,23,and,CC
857,23,athletes,NNS
858,23,",",","
859,23,do,VBP
860,23,not,RB
861,23,",",","
862,23,O,UH
863,23,king,NN
864,23,",",","
865,23,deserve,VBP
866,23,to,TO
867,23,be,VB
868,23,invited,VBN
869,23,.,.
870,24,Those,DT
871,24,Brahmanas,NNPS
872,24,who,WP
873,24,pour,VBP
874,24,libations,NNS
875,24,on,IN
876,24,the,DT
877,24,sacred,JJ
878,24,fire,NN
879,24,for,IN
880,24,Sudras,NNP
881,24,",",","
882,24,or,CC
883,24,who,WP
884,24,are,VBP
885,24,preceptors,NNS
886,24,of,IN
887,24,Sudras,NNP
888,24,",",","
889,24,or,CC
890,24,who,WP
891,24,are,VBP
892,24,servants,NNS
893,24,of,IN
894,24,Sudra,NNP
895,24,masters,NNS
896,24,",",","
897,24,do,VBP
898,24,not,RB
899,24,deserve,VB
900,24,to,TO
901,24,be,VB
902,24,invited,VBN
903,24,.,.
904,25,That,DT
905,25,Brahmana,NNP
906,25,who,WP
907,25,is,VBZ
908,25,paid,VBN
909,25,for,IN
910,25,his,PRP$
911,25,services,NNS
912,25,as,IN
913,25,preceptor,NN
914,25,",",","
915,25,or,CC
916,25,who,WP
917,25,attends,VBZ
918,25,as,IN
919,25,pupil,NN
920,25,upon,IN
921,25,the,DT
922,25,lectures,NNS
923,25,of,IN
924,25,some,DT
925,25,preceptor,NN
926,25,because,IN
927,25,of,IN
928,25,some,DT
929,25,allowance,NN
930,25,that,WDT
931,25,is,VBZ
932,25,granted,VBN
933,25,to,IN
934,25,him,PRP
935,25,",",","
936,25,does,VBZ
937,25,not,RB
938,25,deserve,VB
939,25,to,TO
940,25,be,VB
941,25,invited,VBN
942,25,",",","
943,25,for,IN
944,25,both,DT
945,25,of,IN
946,25,them,PRP
947,25,are,VBP
948,25,regarded,VBN
949,25,as,IN
950,25,sellers,NNS
951,25,of,IN
952,25,Vedic,NNP
953,25,lore,NN
954,25,.,.
955,26,That,DT
956,26,Brahmana,NNP
957,26,who,WP
958,26,has,VBZ
959,26,been,VBN
960,26,once,RB
961,26,induced,VBN
962,26,to,TO
963,26,accept,VB
964,26,the,DT
965,26,gift,NN
966,26,of,IN
967,26,food,NN
968,26,in,IN
969,26,a,DT
970,26,Sraddha,NNP
971,26,at,IN
972,26,the,DT
973,26,very,JJ
974,26,outset,NN
975,26,",",","
976,26,as,IN
977,26,also,RB
978,26,he,PRP
979,26,who,WP
980,26,has,VBZ
981,26,married,VBN
982,26,a,DT
983,26,Sudra,NNP
984,26,wife,NN
985,26,",",","
986,26,even,RB
987,26,if,IN
988,26,possessed,VBN
989,26,of,IN
990,26,every,DT
991,26,kind,NN
992,26,of,IN
993,26,knowledge,NN
994,26,do,VBP
995,26,not,RB
996,26,deserve,VB
997,26,to,TO
998,26,be,VB
999,26,invited,VBN
1000,26,.,.
1001,27,[,-LRB-
1002,27,215,CD
1003,27,],-RRB-
1004,27,Those,DT
1005,27,Brahmanas,NNPS
1006,27,that,WDT
1007,27,are,VBP
1008,27,destitute,JJ
1009,27,of,IN
1010,27,their,PRP$
1011,27,domestic,JJ
1012,27,fire,NN
1013,27,",",","
1014,27,and,CC
1015,27,they,PRP
1016,27,that,WDT
1017,27,attend,VBP
1018,27,upon,IN
1019,27,corpses,NNS
1020,27,",",","
1021,27,they,PRP
1022,27,that,WDT
1023,27,are,VBP
1024,27,thieves,NNS
1025,27,",",","
1026,27,and,CC
1027,27,they,PRP
1028,27,that,WDT
1029,27,have,VBP
1030,27,otherwise,RB
1031,27,fallen,VBN
1032,27,away,RB
1033,27,do,VBP
1034,27,not,RB
1035,27,",",","
1036,27,O,UH
