,sentence_no,word,POS_Tags
0,1,Upon,IN
1,1,Chyavana,NNP
2,1,insisting,VBG
3,1,",",","
4,1,Indra,NNP
5,1,sought,VBD
6,1,to,TO
7,1,hurl,VB
8,1,his,PRP$
9,1,thunderbolt,NN
10,1,at,IN
11,1,him,PRP
12,1,.,.
13,2,The,DT
14,2,Rishi,NNP
15,2,paralysed,VBD
16,2,Indra,NNP
17,2,',POS
18,2,s,POS
19,2,arms,NNS
20,2,.,.
21,3,Incensed,VBN
22,3,at,IN
23,3,the,DT
24,3,destruction,NN
25,3,of,IN
26,3,his,PRP$
27,3,sacrifice,NN
28,3,by,IN
29,3,Rudra,NNP
30,3,",",","
31,3,Daksha,NNP
32,3,once,RB
33,3,more,RBR
34,3,set,VBD
35,3,himself,PRP
36,3,to,IN
37,3,the,DT
38,3,practice,NN
39,3,of,IN
40,3,severe,JJ
41,3,austerities,NNS
42,3,and,CC
43,3,attaining,VBG
44,3,to,IN
45,3,high,JJ
46,3,puissance,NN
47,3,caused,VBD
48,3,something,NN
49,3,like,IN
50,3,a,DT
51,3,third,JJ
52,3,eye,NN
53,3,to,TO
54,3,appear,VB
55,3,on,IN
56,3,the,DT
57,3,forehead,NN
58,3,of,IN
59,3,Rudra,NNP
60,3,for,IN
61,3,the,DT
62,3,destruction,NN
63,3,of,IN
64,3,Tripurasura,NNP
65,3,.,.
66,4,[,-LRB-
67,4,1858,CD
68,4,],-RRB-
69,4,When,WRB
70,4,Rudra,NNP
71,4,addressed,VBD
72,4,himself,PRP
73,4,for,IN
74,4,the,DT
75,4,destruction,NN
76,4,of,IN
77,4,the,DT
78,4,triple,JJ
79,4,city,NN
80,4,belonging,VBG
81,4,to,IN
82,4,the,DT
83,4,Asuras,NNP
84,4,",",","
85,4,the,DT
86,4,preceptor,NN
87,4,of,IN
88,4,the,DT
89,4,Asuras,NNP
90,4,",",","
91,4,viz,NN
92,4,.,.
93,4,",",","
94,4,Usanas,NNP
95,4,",",","
96,4,provoked,VBN
97,4,beyond,IN
98,4,endurance,NN
99,4,",",","
100,4,tore,VBD
101,4,a,DT
102,4,matted,JJ
103,4,lock,NN
104,4,from,IN
105,4,his,PRP$
106,4,own,JJ
107,4,head,NN
108,4,and,CC
109,4,hurled,VBD
110,4,it,PRP
111,4,at,IN
112,4,Rudra,NNP
113,4,.,.
114,5,From,IN
115,5,that,DT
116,5,matted,VBN
117,5,lock,NN
118,5,of,IN
119,5,Usanas,NNP
120,5,sprang,VBD
121,5,many,JJ
122,5,serpents,NNS
123,5,.,.
124,6,Those,DT
125,6,serpents,NNS
126,6,began,VBD
127,6,to,TO
128,6,bite,VB
129,6,Rudra,NNP
130,6,",",","
131,6,at,IN
132,6,which,WDT
133,6,his,PRP$
134,6,throat,NN
135,6,became,VBD
136,6,blue,JJ
137,6,.,.
138,7,During,IN
139,7,a,DT
140,7,bygone,JJ
141,7,period,NN
142,7,",",","
143,7,viz,FW
144,7,.,.
145,7,",",","
146,7,that,WDT
147,7,connected,VBD
148,7,with,IN
149,7,the,DT
150,7,Self-born,NNP
151,7,Manu,NNP
152,7,",",","
153,7,[,-LRB-
154,7,1859,CD
155,7,],-RRB-
156,7,it,PRP
157,7,is,VBZ
158,7,said,VBN
159,7,that,IN
160,7,Narayana,NNP
161,7,had,VBD
162,7,seized,VBN
163,7,Rudra,NNP
164,7,by,IN
165,7,the,DT
166,7,throat,NN
167,7,and,CC
168,7,hence,RB
169,7,did,VBD
170,7,Rudra,NNP
171,7,',POS
172,7,s,POS
173,7,throat,NN
174,7,become,VB
175,7,blue,JJ
176,7,.,.
177,8,On,IN
178,8,the,DT
179,8,occasion,NN
180,8,of,IN
181,8,churning,VBG
182,8,the,DT
183,8,Ocean,NNP
184,8,for,IN
185,8,raising,VBG
186,8,the,DT
187,8,amrita,NN
188,8,",",","
189,8,Vrihaspati,NNP
190,8,of,IN
191,8,Angira,NNP
192,8,',POS
193,8,s,NN
194,8,race,NN
195,8,sat,VBD
196,8,on,IN
197,8,the,DT
198,8,shores,NNS
199,8,of,IN
200,8,the,DT
201,8,Ocean,NNP
202,8,for,IN
203,8,performing,VBG
204,8,the,DT
205,8,rite,NN
206,8,of,IN
207,8,Puruscharana,NNP
208,8,.,.
209,9,When,WRB
210,9,he,PRP
211,9,took,VBD
212,9,up,RP
213,9,a,DT
214,9,little,JJ
215,9,water,NN
216,9,for,IN
217,9,the,DT
218,9,purpose,NN
219,9,of,IN
220,9,the,DT
