,sentence_no,word,POS_Tags
0,1,There,EX
1,1,is,VBZ
2,1,nothing,NN
3,1,else,RB
4,1,that,WDT
5,1,is,VBZ
6,1,more,RBR
7,1,sinful,JJ
8,1,than,IN
9,1,women,NNS
10,1,.,.
11,2,Verily,RB
12,2,",",","
13,2,women,NNS
14,2,are,VBP
15,2,the,DT
16,2,root,NN
17,2,of,IN
18,2,all,DT
19,2,faults,NNS
20,2,.,.
21,3,That,DT
22,3,is,VBZ
23,3,certainly,RB
24,3,known,VBN
25,3,to,IN
26,3,thee,PRP
27,3,",",","
28,3,O,UH
29,3,Narada,NNP
30,3,!,.
31,4,Women,NNS
32,4,",",","
33,4,even,RB
34,4,when,WRB
35,4,possessed,VBN
36,4,of,IN
37,4,husbands,NNS
38,4,having,VBG
39,4,fame,NN
40,4,and,CC
41,4,wealth,NN
42,4,",",","
43,4,of,IN
44,4,handsome,JJ
45,4,features,NNS
46,4,and,CC
47,4,completely,RB
48,4,obedient,JJ
49,4,to,IN
50,4,them,PRP
51,4,",",","
52,4,are,VBP
53,4,prepared,JJ
54,4,to,TO
55,4,disregard,VB
56,4,them,PRP
57,4,if,IN
58,4,they,PRP
59,4,get,VBP
60,4,the,DT
61,4,opportunity,NN
62,4,.,.
63,5,This,DT
64,5,",",","
65,5,O,UH
66,5,puissant,JJ
67,5,one,NN
68,5,",",","
69,5,is,VBZ
70,5,a,DT
71,5,sinful,JJ
72,5,disposition,NN
73,5,with,IN
74,5,us,PRP
75,5,women,NNS
76,5,that,WDT
77,5,",",","
78,5,casting,VBG
79,5,off,RP
80,5,modesty,NN
81,5,",",","
82,5,we,PRP
83,5,cultivate,VBP
84,5,the,DT
85,5,companionship,NN
86,5,of,IN
87,5,men,NNS
88,5,of,IN
89,5,sinful,JJ
90,5,habits,NNS
91,5,and,CC
92,5,intentions,NNS
93,5,.,.
94,6,Women,NNS
95,6,betray,VBP
96,6,a,DT
97,6,liking,NN
98,6,for,IN
99,6,those,DT
100,6,men,NNS
101,6,who,WP
102,6,court,VBP
103,6,them,PRP
104,6,",",","
105,6,who,WP
106,6,approach,VBP
107,6,their,PRP$
108,6,presence,NN
109,6,",",","
110,6,and,CC
111,6,who,WP
112,6,respectfully,RB
113,6,serve,VBP
114,6,them,PRP
115,6,to,IN
116,6,even,RB
117,6,a,DT
118,6,slight,JJ
119,6,extent,NN
120,6,.,.
121,7,Through,IN
122,7,want,NN
123,7,of,IN
124,7,solicitation,NN
125,7,by,IN
126,7,persons,NNS
127,7,of,IN
128,7,the,DT
129,7,other,JJ
130,7,sex,NN
131,7,",",","
132,7,or,CC
133,7,fear,NN
134,7,of,IN
135,7,relatives,NNS
136,7,",",","
137,7,women,NNS
138,7,",",","
139,7,who,WP
140,7,are,VBP
141,7,naturally,RB
142,7,impatient,JJ
143,7,of,IN
144,7,all,DT
145,7,restraints,NNS
146,7,",",","
147,7,do,VBP
148,7,not,RB
149,7,transgress,VB
150,7,those,DT
151,7,that,WDT
152,7,have,VBP
153,7,been,VBN
154,7,ordained,VBN
155,7,for,IN
156,7,them,PRP
157,7,",",","
158,7,and,CC
159,7,remain,VBP
160,7,by,IN
161,7,the,DT
162,7,side,NN
163,7,of,IN
164,7,their,PRP$
165,7,husbands,NNS
166,7,.,.
167,8,There,EX
168,8,is,VBZ
169,8,none,NN
170,8,whom,WP
171,8,they,PRP
172,8,are,VBP
173,8,incapable,JJ
174,8,of,IN
175,8,admitting,VBG
176,8,to,IN
177,8,their,PRP$
178,8,favours,NNS
179,8,.,.
180,9,They,PRP
181,9,never,RB
182,9,take,VBP
183,9,into,IN
184,9,consideration,NN
185,9,the,DT
186,9,age,NN
187,9,of,IN
188,9,the,DT
189,9,person,NN
190,9,they,PRP
191,9,are,VBP
192,9,prepared,JJ
193,9,to,TO
194,9,favour,VB
195,9,.,.
196,10,Ugly,JJ
197,10,or,CC
198,10,handsome,JJ
199,10,",",","
200,10,if,IN
201,10,only,RB
202,10,the,DT
203,10,person,NN
204,10,happens,VBZ
205,10,to,TO
206,10,belong,VB
207,10,to,IN
208,10,the,DT
209,10,opposite,JJ
210,10,sex,NN
211,10,",",","
212,10,women,NNS
213,10,are,VBP
214,10,ready,JJ
215,10,to,TO
216,10,enjoy,VB
217,10,his,PRP$
218,10,companionship,NN
219,10,.,.
220,11,That,DT
221,11,women,NNS
222,11,remain,VBP
223,11,faithful,JJ
224,11,to,IN
225,11,their,PRP$
226,11,lords,NNS
227,11,is,VBZ
228,11,due,JJ
229,11,not,RB
230,11,to,IN
231,11,their,PRP$
232,11,fear,NN
233,11,of,IN
234,11,sin,NN
235,11,",",","
236,11,nor,CC
237,11,to,IN
238,11,compassion,NN
239,11,",",","
240,11,nor,CC
241,11,to,IN
242,11,wealth,NN
243,11,",",","
244,11,nor,CC
245,11,to,IN
246,11,the,DT
247,11,affection,NN
248,11,that,WDT
249,11,springs,VBZ
250,11,up,RP
251,11,in,IN
252,11,their,PRP$
253,11,hearts,NNS
254,11,for,IN
255,11,kinsmen,NNS
256,11,and,CC
257,11,children,NNS
258,11,.,.
259,12,Women,NNS
260,12,living,VBG
261,12,in,IN
262,12,the,DT
263,12,bosom,NN
264,12,of,IN
265,12,respectable,JJ
266,12,families,NNS
267,12,envy,VBP
268,12,the,DT
269,12,condition,NN
270,12,of,IN
271,12,those,DT
272,12,members,NNS
273,12,of,IN
274,12,their,PRP$
275,12,sex,NN
