,sentence_no,word,POS_Tags
0,1,What,WP
1,1,is,VBZ
2,1,stated,VBN
3,1,in,IN
4,1,the,DT
5,1,second,JJ
6,1,line,NN
7,1,is,VBZ
8,1,that,IN
9,1,ordinary,JJ
10,1,knowledge,NN
11,1,which,WDT
12,1,follows,VBZ
13,1,the,DT
14,1,lead,NN
15,1,of,IN
16,1,the,DT
17,1,understanding,NN
18,1,is,VBZ
19,1,affected,VBN
20,1,by,IN
21,1,ignorance,NN
22,1,",",","
23,1,the,DT
24,1,result,NN
25,1,of,IN
26,1,which,WDT
27,1,is,VBZ
28,1,that,IN
29,1,the,DT
30,1,Soul,NNP
31,1,takes,VBZ
32,1,those,DT
33,1,things,NNS
34,1,that,WDT
35,1,really,RB
36,1,spring,VBP
37,1,from,IN
38,1,itself,PRP
39,1,to,TO
40,1,be,VB
41,1,things,NNS
42,1,different,JJ
43,1,from,IN
44,1,itself,PRP
45,1,and,CC
46,1,possessing,VBG
47,1,an,DT
48,1,independent,JJ
49,1,existence,NN
50,1,.,.
51,2,766,CD
52,2,.,.
53,3,The,DT
54,3,correct,JJ
55,3,reading,NN
56,3,",",","
57,3,I,PRP
58,3,apprehend,VBP
59,3,",",","
60,3,is,VBZ
61,3,upagatasprihah,NN
62,3,and,CC
63,3,not,RB
64,3,apagatasprihah,NN
65,3,.,.
66,4,Nilakantha,NNP
67,4,is,VBZ
68,4,silent,JJ
69,4,.,.
70,5,All,DT
71,5,that,WDT
72,5,he,PRP
73,5,says,VBZ
74,5,is,VBZ
75,5,that,IN
76,5,the,DT
77,5,first,JJ
78,5,verse,NN
79,5,has,VBZ
80,5,reference,NN
81,5,to,IN
82,5,',``
83,5,yogins,NNS
84,5,",",","
85,5,',''
86,5,the,DT
87,5,second,JJ
88,5,to,IN
89,5,yogins,NNS
90,5,and,CC
91,5,',``
92,5,non-yogins',JJ
93,5,alike,RB
94,5,.,.
95,6,Both,PDT
96,6,the,DT
97,6,vernacular,JJ
98,6,translators,NNS
99,6,adhere,VBP
100,6,to,IN
