,sentence_no,word,POS_Tags
0,1,Some,DT
1,1,hold,VBP
2,1,that,IN
3,1,it,PRP
4,1,is,VBZ
5,1,something,NN
6,1,like,IN
7,1,the,DT
8,1,sorrel,NN
9,1,.,.
10,2,Lauham,NNP
11,2,is,VBZ
12,2,the,DT
13,2,petals,NNS
14,2,of,IN
15,2,the,DT
16,2,Kanchana,NNP
17,2,flower,NN
18,2,(,","
19,2,Bauhinia,NNP
20,2,acuminata,NN
21,2,",",","
22,2,Linn,NNP
23,2,),-RRB-
24,2,.,.
25,3,401,CD
26,3,.,.
27,4,To,IN
28,4,this,DT
29,4,day,NN
30,4,the,DT
31,4,sanctity,NN
32,4,of,IN
33,4,Gaya,NNP
34,4,is,VBZ
35,4,universally,RB
36,4,recognised,VBN
37,4,by,IN
38,4,all,DT
39,4,Hindus,NNPS
40,4,.,.
41,5,Sraddhas,NNP
42,5,are,VBP
43,5,performed,VBN
44,5,there,RB
45,5,under,IN
46,5,the,DT
47,5,banian,NN
48,5,called,VBN
49,5,the,DT
50,5,Akshaya,NNP
51,5,or,CC
52,5,inexhaustible,JJ
53,5,banian,NN
54,5,.,.
55,6,402,CD
56,6,.,.
57,7,All,DT
58,7,religious,JJ
59,7,acts,NNS
60,7,are,VBP
61,7,either,CC
62,7,nitya,NN
63,7,or,CC
64,7,kamya,NN
65,7,.,.
66,8,The,DT
67,8,former,JJ
68,8,imply,VBP
69,8,acts,NNS
70,8,that,WDT
71,8,are,VBP
72,8,obligatory,JJ
73,8,and,CC
74,8,by,IN
75,8,doing,VBG
76,8,which,WDT
77,8,no,DT
78,8,particular,JJ
79,8,merit,NN
80,8,is,VBZ
81,8,acquired,VBN
82,8,but,CC
83,8,by,IN
84,8,not,RB
85,8,doing,VBG
86,8,which,WDT
87,8,sin,NN
88,8,is,VBZ
89,8,incurred,VBN
90,8,.,.
91,9,The,DT
92,9,latter,JJ
93,9,imply,VBP
94,9,those,DT
95,9,optional,JJ
96,9,acts,NNS
97,9,which,WDT
98,9,",",","
99,9,if,IN
100,9,done,VBN
101,9,",",","
102,9,produce,VBP
103,9,merit,NN
104,9,but,CC
105,9,which,WDT
106,9,",",","
107,9,if,IN
108,9,omitted,VBN
109,9,",",","
110,9,leads,VBZ
111,9,to,IN
112,9,no,DT
113,9,sin,NN
114,9,.,.
115,10,403,CD
116,10,.,.
117,11,Literally,RB
118,11,",",","
119,11,',''
120,11,set,VB
121,11,in,RP
122,11,motion,NN
123,11,a,DT
124,11,body,NN
125,11,of,IN
126,11,kings,NNS
127,11,",",","
128,11,',''
129,11,i.e.,FW
130,11,",",","
131,11,become,VB
132,11,an,DT
133,11,Overlord,NNP
134,11,.,.
135,12,404,CD
136,12,.,.
137,13,When,WRB
138,13,Brahmanas,NNP
139,13,are,VBP
140,13,fed,VBN
141,13,",",","
142,13,they,PRP
143,13,are,VBP
144,13,made,VBN
145,13,to,TO
146,13,sit,VB
147,13,in,IN
148,13,long,JJ
149,13,lines,NNS
150,13,.,.
151,14,They,PRP
152,14,that,WDT
153,14,are,VBP
154,14,stained,VBN
155,14,with,IN
156,14,vices,NNS
157,14,are,VBP
158,14,excluded,VBN
159,14,from,IN
160,14,the,DT
161,14,line,NN
162,14,.,.
163,15,Such,JJ
164,15,exclusion,NN
165,15,from,IN
166,15,the,DT
167,15,line,NN
168,15,is,VBZ
169,15,regarded,VBN
170,15,as,IN
171,15,equal,JJ
172,15,to,IN
173,15,complete,JJ
174,15,outlawry,NN
175,15,.,.
176,16,405,CD
177,16,.,.
178,17,i.e.,FW
179,17,",",","
180,17,who,WP
181,17,have,VBP
182,17,undergone,VBN
183,17,a,DT
184,17,natural,JJ
185,17,circumcision,NN
186,17,.,.
187,18,406,CD
188,18,.,.
189,19,Implying,VBG
190,19,soothsayers,NNS
191,19,.,.
192,20,407,CD
193,20,.,.
194,21,This,DT
195,21,is,VBZ
196,21,a,DT
197,21,common,JJ
198,21,form,NN
199,21,of,IN
200,21,expression,NN
201,21,to,TO
202,21,imply,VB
203,21,the,DT
204,21,fruitlessness,NN
205,21,of,IN
206,21,an,DT
207,21,act,NN
208,21,.,.
209,22,Libations,NNS
210,22,should,MD
211,22,be,VB
212,22,poured,VBN
213,22,on,IN
214,22,the,DT
215,22,blazing,VBG
216,22,fire,NN
217,22,.,.
218,23,If,IN
219,23,poured,VBN
220,23,on,IN
221,23,the,DT
222,23,ashes,NNS
223,23,",",","
224,23,they,PRP
225,23,lead,VBP
226,23,to,IN
227,23,no,DT
228,23,merit,NN
229,23,",",","
230,23,for,IN
231,23,only,RB
232,23,Agni,NNP
233,23,in,IN
234,23,his,PRP$
235,23,blazing,VBG
236,23,form,NN
237,23,can,MD
238,23,bear,VB
239,23,them,PRP
240,23,to,IN
241,23,the,DT
242,23,intended,JJ
243,23,places,NNS
244,23,.,.
245,24,408,CD
246,24,.,.
247,25,The,DT
248,25,idea,NN
249,25,is,VBZ
250,25,that,IN
251,25,heaven,NNP
252,25,is,VBZ
253,25,the,DT
254,25,result,NN
255,25,of,IN
256,25,one,CD
257,25,',''
258,25,s,POS
259,25,deeds,NNS
260,25,.,.
261,26,It,PRP
262,26,is,VBZ
263,26,attached,VBN
264,26,to,IN
265,26,the,DT
266,26,fruits,NNS
267,26,of,IN
268,26,one,CD
269,26,',''
270,26,s,NNS
271,26,acts,VBZ
272,26,.,.
273,27,The,DT
274,27,man,NN
275,27,falling,VBG
276,27,off,RP
277,27,from,IN
278,27,heaven,NNP
279,27,is,VBZ
280,27,identical,JJ
281,27,with,IN
282,27,heaven,NNP
283,27,being,VBG
284,27,dissociated,VBN
285,27,from,IN
286,27,the,DT
287,27,fruits,NNS
288,27,of,IN
289,27,his,PRP$
290,27,acts,NNS
291,27,.,.
292,28,Hence,RB
293,28,such,PDT
294,28,a,DT
295,28,falling,VBG
296,28,off,RP
297,28,at,IN
298,28,the,DT
299,28,man,NN
300,28,or,CC
301,28,the,DT
302,28,dissociation,NN
303,28,of,IN
304,28,heaven,NNP
305,28,is,VBZ
306,28,likened,VBN
307,28,to,IN
308,28,a,DT
309,28,bird,NN
310,28,',''
311,28,s,POS
312,28,dissociation,NN
313,28,from,IN
314,28,its,PRP$
315,28,perch,NN
316,28,when,WRB
317,28,the,DT
318,28,chain,NN
319,28,tying,VBG
320,28,it,PRP
321,28,to,IN
322,28,the,DT
323,28,perch,NN
324,28,is,VBZ
325,28,broken,VBN
326,28,.,.
327,29,The,DT
328,29,simile,NN
329,29,seems,VBZ
330,29,to,TO
331,29,be,VB
332,29,far-fetched,JJ
333,29,.,.
334,30,409,CD
335,30,.,.
336,31,It,PRP
337,31,is,VBZ
338,31,painful,JJ
339,31,to,TO
340,31,see,VB
341,31,how,WRB
342,31,very,RB
343,31,careless,JJ
344,31,the,DT
345,31,Vernacular,JJ
346,31,versions,NNS
347,31,of,IN
348,31,the,DT
349,31,Anusasana,NNP
350,31,have,VBP
351,31,been,VBN
352,31,.,.
353,32,From,IN
354,32,want,NN
355,32,of,IN
356,32,space,NN
357,32,the,DT
358,32,numerous,JJ
359,32,errors,NNS
360,32,that,WDT
361,32,have,VBP
362,32,been,VBN
363,32,committed,VBN
364,32,have,VBP
365,32,not,RB
366,32,been,VBN
367,32,pointed,VBN
368,32,out,RP
369,32,.,.
370,33,At,IN
371,33,times,NNS
372,33,",",","
373,33,however,RB
374,33,",",","
375,33,the,DT
376,33,errors,NNS
377,33,appear,VBP
378,33,to,TO
379,33,be,VB
380,33,so,RB
381,33,grave,JJ
382,33,that,IN
383,33,one,PRP
384,33,can,MD
385,33,not,RB
386,33,pass,VB
387,33,them,PRP
388,33,by,RB
389,33,in,IN
390,33,silence,NN
391,33,.,.
392,34,In,IN
393,34,the,DT
394,34,second,JJ
395,34,half,NN
396,34,of,IN
397,34,the,DT
398,34,first,JJ
399,34,line,NN
400,34,",",","
401,34,whether,IN
402,34,the,DT
403,34,reading,NN
404,34,be,VB
405,34,avapta,NN
406,34,as,IN
407,34,in,IN
408,34,the,DT
409,34,Bengal,NNP
410,34,texts,NNS
411,34,or,CC
412,34,chavapta,NN
413,34,as,IN
414,34,in,IN
415,34,the,DT
416,34,Bombay,NNP
417,34,texts,NNS
418,34,",",","
419,34,the,DT
420,34,meaning,NN
421,34,is,VBZ
422,34,that,IN
423,34,the,DT
424,34,Avapta,NNP
425,34,or,CC
426,34,one,CD
427,34,that,WDT
428,34,has,VBZ
429,34,not,RB
430,34,sown,VBN
431,34,na,FW
432,34,vijabhagam,FW
433,34,prapnuyat,FW
434,34,",",","
435,34,i.e.,FW
436,34,",",","
437,34,would,MD
438,34,not,RB
439,34,get,VB
440,34,a,DT
441,34,share,NN
442,34,of,IN
443,34,the,DT
444,34,produce,NN
445,34,.,.
446,35,The,DT
447,35,Burdwan,NNP
448,35,translators,NNS
449,35,make,VBP
450,35,a,DT
451,35,mess,NN
452,35,of,IN
453,35,it,PRP
454,35,",",","
455,35,while,IN
456,35,K,NNP
457,35,.,.
458,35,P.,NNP
459,35,Singha,NNP
460,35,skips,VBZ
461,35,over,IN
462,35,it,PRP
463,35,.,.
464,36,410,CD
465,36,.,.
466,37,The,DT
467,37,sense,NN
468,37,is,VBZ
469,37,that,IN
470,37,the,DT
471,37,calumniator,NN
472,37,",",","
473,37,his,PRP$
474,37,sire,NN
475,37,",",","
476,37,and,CC
477,37,son,NN
478,37,meet,VBP
479,37,with,IN
480,37,destruction,NN
481,37,in,IN
482,37,consequence,NN
483,37,of,IN
484,37,such,PDT
485,37,an,DT
486,37,act,NN
487,37,.,.
488,38,411,CD
489,38,.,.
490,39,These,DT
491,39,purificatory,JJ
492,39,rites,NNS
493,39,",",","
494,39,after,IN
495,39,the,DT
496,39,usual,JJ
497,39,period,NN
498,39,of,IN
499,39,mourning,NN
500,39,",",","
501,39,consists,VBZ
502,39,in,IN
503,39,shaving,VBG
504,39,and,CC
505,39,bathing,VBG
506,39,and,CC
507,39,wearing,VBG
508,39,new,JJ
509,39,clothes,NNS
510,39,.,.
511,40,412,CD
512,40,.,.
513,41,The,DT
514,41,act,NN
515,41,",",","
516,41,as,IN
517,41,explained,VBN
518,41,by,IN
519,41,the,DT
520,41,commentator,NN
521,41,",",","
522,41,consisted,VBD
523,41,in,IN
524,41,the,DT
525,41,father,NN
526,41,'s,POS
527,41,doing,VBG
528,41,that,DT
529,41,with,IN
530,41,reference,NN
531,41,to,IN
532,41,the,DT
533,41,son,NN
534,41,which,WDT
535,41,",",","
536,41,as,IN
537,41,the,DT
538,41,ordinance,NN
539,41,went,VBD
540,41,",",","
541,41,was,VBD
542,41,done,VBN
543,41,by,IN
544,41,sons,NNS
545,41,with,IN
546,41,reference,NN
547,41,to,IN
548,41,sires,NNS
549,41,.,.
550,42,413,CD
551,42,.,.
552,43,In,IN
553,43,one,CD
554,43,of,IN
555,43,the,DT
556,43,vernacular,JJ
557,43,versions,NNS
558,43,",",","
559,43,the,DT
560,43,wrong,JJ
561,43,reading,NN
562,43,Kshama,NNP
563,43,is,VBZ
564,43,adopted,VBN
565,43,for,IN
566,43,Akshaya,NNP
567,43,.,.
568,44,414,CD
569,44,.,.
570,45,Ravana,NNP
571,45,and,CC
572,45,other,JJ
573,45,Rakshasas,NNPS
574,45,who,WP
575,45,spring,VBP
576,45,from,IN
577,45,Pulastya,NNP
578,45,',POS
579,45,s,NNS
580,45,line,NN
581,45,are,VBP
582,45,known,VBN
583,45,as,IN
584,45,Brahma-Rakshasas,NNP
585,45,or,CC
586,45,Rakshasas,NNP
587,45,of,IN
588,45,regenerate,JJ
589,45,origin,NN
590,45,.,.
591,46,415,CD
592,46,.,.
593,47,i.e.,FW
594,47,",",","
595,47,that,DT
596,47,fast,NN
597,47,which,WDT
598,47,mortifies,VBZ
599,47,the,DT
600,47,body,NN
601,47,is,VBZ
602,47,not,RB
603,47,to,TO
604,47,be,VB
605,47,regarded,VBN
606,47,as,IN
607,47,equivalent,JJ
608,47,to,IN
609,47,penance,NN
610,47,.,.
611,48,True,JJ
612,48,penance,NN
613,48,is,VBZ
614,48,something,NN
615,48,else,RB
616,48,.,.
617,49,An,DT
618,49,observer,NN
619,49,of,IN
620,49,such,PDT
621,49,a,DT
622,49,fast,NN
623,49,is,VBZ
624,49,not,RB
625,49,to,TO
626,49,be,VB
627,49,regarded,VBN
628,49,as,IN
629,49,an,DT
630,49,ascetic,JJ
631,49,.,.
632,50,Such,JJ
633,50,fasts,NNS
634,50,",",","
635,50,again,RB
636,50,",",","
637,50,are,VBP
638,50,sinful,JJ
639,50,instead,RB
640,50,of,IN
641,50,being,VBG
642,50,meritorious,JJ
643,50,.,.
644,51,416,CD
645,51,.,.
646,52,By,IN
647,52,Upavasa,NNP
648,52,in,IN
649,52,the,DT
650,52,second,JJ
651,52,line,NN
652,52,is,VBZ
653,52,meant,VBN
654,52,abstention,NN
655,52,from,IN
656,52,food,NN
657,52,between,IN
658,52,the,DT
659,52,two,CD
660,52,prescribed,VBN
661,52,hours,NNS
662,52,for,IN
663,52,eating,VBG
664,52,",",","
665,52,and,CC
666,52,not,RB
667,52,that,RB
668,52,fast,JJ
669,52,which,WDT
670,52,mortifies,VBZ
671,52,the,DT
672,52,body,NN
673,52,.,.
674,53,One,CD
675,53,may,MD
676,53,",",","
677,53,again,RB
678,53,",",","
679,53,eat,VB
680,53,the,DT
681,53,most,RBS
682,53,luxurious,JJ
683,53,food,NN
684,53,without,IN
685,53,being,VBG
686,53,attached,VBN
687,53,to,IN
688,53,it,PRP
689,53,.,.
690,54,One,CD
691,54,also,RB
692,54,",",","
693,54,by,IN
694,54,repining,VBG
695,54,at,IN
696,54,one,CD
697,54,',''
698,54,s,NNS
699,54,abstinence,NN
700,54,",",","
701,54,may,MD
702,54,come,VB
703,54,to,TO
704,54,be,VB
705,54,regarded,VBN
706,54,as,IN
707,54,actually,RB
708,54,enjoying,VBG
709,54,the,DT
710,54,most,RBS
711,54,luxurious,JJ
712,54,food,NN
713,54,.,.
714,55,417,CD
715,55,.,.
716,56,Meat,NN
717,56,of,IN
718,56,animals,NNS
719,56,slaughtered,VBN
720,56,in,IN
721,56,sacrifices,NNS
722,56,is,VBZ
723,56,allowable,JJ
724,56,.,.
725,57,By,IN
726,57,taking,VBG
727,57,such,JJ
728,57,meat,NN
729,57,",",","
730,57,one,PRP
731,57,does,VBZ
732,57,not,RB
733,57,become,VB
734,57,an,DT
735,57,eater,NN
736,57,of,IN
737,57,meat,NN
738,57,.,.
739,58,In,IN
740,58,fact,NN
741,58,",",","
742,58,one,CD
743,58,may,MD
744,58,etc,FW
745,58,.,.
746,59,418,CD
747,59,.,.
748,60,Prashthauhi,NNP
749,60,means,VBZ
750,60,a,DT
751,60,cow,NN
752,60,pregnant,JJ
753,60,with,IN
754,60,her,PRP$
755,60,second,JJ
756,60,calf,NN
757,60,.,.
758,61,Grishti,NNP
759,61,means,VBZ
760,61,a,DT
761,61,cow,NN
762,61,that,WDT
763,61,has,VBZ
764,61,brought,VBN
765,61,forth,RP
766,61,only,RB
767,61,her,PRP$
768,61,first,JJ
769,61,calf,NN
770,61,.,.
771,62,419,CD
772,62,.,.
773,63,The,DT
774,63,commentator,NN
775,63,explains,VBZ
776,63,that,IN
777,63,the,DT
778,63,direction,NN
779,63,about,IN
780,63,ascertaining,VBG
781,63,the,DT
782,63,names,NNS
783,63,of,IN
784,63,the,DT
785,63,Rishis,NNP
786,63,and,CC
787,63,the,DT
788,63,meanings,NNS
789,63,of,IN
790,63,those,DT
791,63,names,NNS
792,63,proceed,VBP
793,63,from,IN
794,63,the,DT
795,63,kings,NNS
796,63,',POS
797,63,desire,NN
798,63,of,IN
799,63,cautioning,VBG
800,63,the,DT
801,63,Rakshasi,NNP
802,63,lest,IN
803,63,in,IN
804,63,going,VBG
805,63,to,TO
806,63,destroy,VB
807,63,them,PRP
808,63,she,PRP
809,63,might,MD
810,63,herself,PRP
811,63,meet,VB
812,63,with,IN
813,63,destruction,NN
814,63,.,.
815,64,420,CD
816,64,.,.
817,65,In,IN
818,65,other,JJ
819,65,words,NNS
820,65,",",","
821,65,Vasishtha,NNP
822,65,attributes,VBZ
823,65,the,DT
824,65,leanness,NN
825,65,or,CC
826,65,emaciation,NN
827,65,of,IN
828,65,himself,PRP
829,65,and,CC
830,65,his,PRP$
831,65,companions,NNS
832,65,to,IN
833,65,the,DT
834,65,failure,NN
835,65,to,TO
836,65,discharge,VB
837,65,their,PRP$
838,65,daily,JJ
839,65,rites,NNS
840,65,of,IN
841,65,religious,JJ
842,65,practice,NN
843,65,.,.
844,66,421,CD
845,66,.,.
846,67,Lotus-stalks,NNS
847,67,are,VBP
848,67,eaten,VBN
849,67,in,IN
850,67,India,NNP
851,67,and,CC
852,67,are,VBP
853,67,mentioned,VBN
854,67,by,IN
855,67,Charaka,NNP
856,67,as,IN
857,67,heavy,JJ
858,67,food,NN
859,67,.,.
860,68,422,CD
861,68,.,.
862,69,Sunahsakha,NNP
863,69,implies,VBZ
864,69,a,DT
865,69,friend,NN
866,69,of,IN
867,69,dogs,NNS
868,69,.,.
869,70,The,DT
870,70,newcomer,NN
871,70,who,WP
