,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
0,0,1,Thou,O,DT
1,1,1,art,O,NN
2,2,1,competent,O,JJ
3,3,1,to,O,TO
4,4,1,encounter,O,VB
5,5,1,all,O,DT
6,6,1,foes,O,NNS
7,7,1,if,O,IN
8,8,1,thou,O,PRP
9,9,1,dost,O,VBP
10,10,1,not,O,RB
11,11,1,cherish,O,VB
12,12,1,the,O,DT
13,13,1,desire,O,NN
14,14,1,of,O,IN
15,15,1,life,O,NN
16,16,1,.,O,.
17,17,2,If,O,IN
18,18,2,",",O,","
19,19,2,however,O,RB
20,20,2,",",O,","
21,21,2,thou,O,DT
22,22,2,art,O,NN
23,23,2,for,O,IN
24,24,2,adopting,O,VBG
25,25,2,this,O,DT
26,26,2,mode,O,NN
27,27,2,of,O,IN
28,28,2,life,O,NN
29,29,2,that,O,WDT
30,30,2,is,O,VBZ
31,31,2,fit,O,JJ
32,32,2,only,O,RB
33,33,2,for,O,IN
34,34,2,a,O,DT
35,35,2,eunuch,O,NN
36,36,2,",",O,","
37,37,2,then,O,RB
38,38,2,with,O,IN
39,39,2,troubled,O,JJ
40,40,2,soul,O,NN
41,41,2,and,O,CC
42,42,2,depressed,O,JJ
43,43,2,heart,O,NN
44,44,2,it,O,PRP
45,45,2,would,O,MD
46,46,2,be,O,VB
47,47,2,better,O,JJR
48,48,2,for,O,IN
49,49,2,thee,O,PRP
50,50,2,to,O,TO
51,51,2,sacrifice,O,VB
52,52,2,thy,O,PRP$
53,53,2,life,O,NN
54,54,2,.,O,.
55,55,3,A,O,DT
56,56,3,brave,O,JJ
57,57,3,man,O,NN
58,58,3,winneth,O,JJ
59,59,3,fame,O,NN
60,60,3,by,O,IN
61,61,3,slaying,O,VBG
62,62,3,even,O,RB
63,63,3,a,O,DT
64,64,3,single,O,JJ
65,65,3,foe,O,NN
66,66,3,.,O,.
67,67,4,By,O,IN
68,68,4,slaying,O,VBG
69,69,4,Vritra,B-PER,NNP
70,70,4,",",O,","
71,71,4,Indra,B-PER,NNP
72,72,4,became,O,VBD
73,73,4,the,O,DT
74,74,4,great,O,JJ
75,75,4,Indra,B-PER,NNP
76,76,4,and,O,CC
77,77,4,acquired,O,VBD
78,78,4,the,O,DT
79,79,4,sovereignty,O,NN
80,80,4,of,O,IN
81,81,4,all,O,PDT
82,82,4,the,O,DT
83,83,4,gods,O,NNS
84,84,4,and,O,CC
85,85,4,the,O,DT
86,86,4,cup,O,NN
87,87,4,for,O,IN
88,88,4,drinking,O,VBG
89,89,4,Soma,B-PER,NNP
90,90,4,",",O,","
91,91,4,and,O,CC
92,92,4,the,O,DT
93,93,4,lordship,O,NN
94,94,4,of,O,IN
95,95,4,all,O,PDT
96,96,4,the,O,DT
97,97,4,worlds,O,NNS
98,98,4,.,O,.
99,99,5,Proclaiming,O,VBG
100,100,5,his,O,PRP$
101,101,5,name,O,NN
102,102,5,in,O,IN
103,103,5,battle,O,NN
104,104,5,",",O,","
105,105,5,challenging,O,VBG
106,106,5,his,O,PRP$
107,107,5,foes,O,NNS
108,108,5,accoutred,O,VBN
109,109,5,in,O,IN
110,110,5,steel,O,NN
111,111,5,",",O,","
112,112,5,and,O,CC
113,113,5,grinding,O,VBG
114,114,5,or,O,CC
115,115,5,slaying,O,VBG
116,116,5,the,O,DT
117,117,5,foremost,O,JJ
118,118,5,warriors,O,NNS
119,119,5,of,O,IN
120,120,5,hostile,O,JJ
121,121,5,ranks,O,NNS
122,122,5,",",O,","
123,123,5,when,O,WRB
124,124,5,a,O,DT
125,125,5,hero,O,NN
126,126,5,winneth,O,JJ
127,127,5,far-extending,O,JJ
128,128,5,fame,O,NN
129,129,5,in,O,IN
130,130,5,fair,O,JJ
131,131,5,fight,O,NN
132,132,5,",",O,","
133,133,5,his,O,PRP$
134,134,5,enemies,O,NNS
135,135,5,then,O,RB
136,136,5,are,O,VBP
137,137,5,pained,O,VBN
138,138,5,and,O,CC
139,139,5,bow,O,VBP
140,140,5,down,O,RP
141,141,5,unto,O,IN
142,142,5,him,O,PRP
143,143,5,.,O,.
144,144,6,They,O,PRP
145,145,6,that,O,WDT
146,146,6,are,O,VBP
147,147,6,cowards,O,NNS
148,148,6,become,O,VBP
149,149,6,helpless,O,JJ
150,150,6,and,O,CC
151,151,6,contribute,O,VBP
152,152,6,by,O,IN
153,153,6,their,O,PRP$
154,154,6,own,O,JJ
155,155,6,conduct,O,NN
156,156,6,to,O,TO
157,157,6,bestow,O,VB
158,158,6,every,O,DT
159,159,6,object,O,NN
160,160,6,of,O,IN
161,161,6,desire,O,NN
162,162,6,on,O,IN
163,163,6,those,O,DT
164,164,6,that,O,WDT
165,165,6,are,O,VBP
166,166,6,skilled,O,JJ
167,167,6,and,O,CC
168,168,6,brave,O,JJ
169,169,6,and,O,CC
170,170,6,that,O,WDT
171,171,6,fight,O,VBP
172,172,6,reckless,O,JJ
173,173,6,of,O,IN
174,174,6,their,O,PRP$
175,175,6,lives,O,NNS
176,176,6,.,O,.
177,177,7,Whether,O,IN
178,178,7,kingdoms,O,NNS
179,179,7,be,O,VBP
180,180,7,overtaken,O,VBN
181,181,7,by,O,IN
182,182,7,mighty,O,JJ
183,183,7,ruin,O,NN
184,184,7,",",O,","
185,185,7,or,O,CC
186,186,7,whether,O,IN
187,187,7,life,O,NN
188,188,7,itself,O,PRP
189,189,7,be,O,VBP
190,190,7,endangered,O,VBN
191,191,7,",",O,","
192,192,7,they,O,PRP
193,193,7,that,O,WDT
194,194,7,are,O,VBP
195,195,7,noble,O,JJ
196,196,7,never,O,RB
197,197,7,desist,O,VBP
198,198,7,till,O,IN
199,199,7,they,O,PRP
200,200,7,exterminate,O,VBP
201,201,7,the,O,DT
202,202,7,foes,O,NNS
203,203,7,within,O,IN
204,204,7,their,O,PRP$
205,205,7,reach,O,NN
206,206,7,.,O,.
207,207,8,Sovereignty,O,NN
208,208,8,is,O,VBZ
209,209,8,either,O,CC
210,210,8,the,O,DT
211,211,8,door,O,NN
212,212,8,of,O,IN
213,213,8,heaven,O,NNP
214,214,8,or,O,CC
215,215,8,Amrita,O,NNP
216,216,8,.,O,.
217,217,9,Regarding,O,VBG
218,218,9,it,O,PRP
219,219,9,as,O,IN
220,220,9,one,O,CD
221,221,9,of,O,IN
222,222,9,these,O,DT
223,223,9,",",O,","
224,224,9,and,O,CC
225,225,9,bearing,O,VBG
226,226,9,it,O,PRP
227,227,9,in,O,IN
228,228,9,mind,O,NN
229,229,9,that,O,WDT
230,230,9,is,O,VBZ
231,231,9,now,O,RB
232,232,9,shut,O,VBN
233,233,9,against,O,IN
234,234,9,thee,O,PRP
235,235,9,",",O,","
236,236,9,fall,O,VB
237,237,9,thou,O,RB
238,238,9,like,O,IN
239,239,9,a,O,DT
240,240,9,burning,O,VBG
241,241,9,brand,O,NN
242,242,9,in,O,IN
243,243,9,the,O,DT
244,244,9,midst,O,NN
245,245,9,of,O,IN
246,246,9,thy,O,DT
247,247,9,foes,O,NNS
248,248,9,.,O,.
249,249,10,O,O,UH
250,250,10,king,O,NN
251,251,10,",",O,","
252,252,10,slay,O,VB
253,253,10,thy,O,PRP$
254,254,10,foes,O,NNS
255,255,10,in,O,IN
256,256,10,battle,O,NN
257,257,10,.,O,.
258,258,11,Observe,O,VB
259,259,11,the,O,DT
260,260,11,duties,O,NNS
261,261,11,of,O,IN
262,262,11,thy,O,DT
263,263,11,order,O,NN
