,Unnamed: 0,sentence_no,word,predicted_tag,POS_Tags
0,0,1,',O,''
1,1,1,Utanka,B-PER,NNP
2,2,1,',O,''
3,3,1,",",O,","
4,4,1,said,O,VBD
5,5,1,she,O,PRP
6,6,1,",",O,","
7,7,1,',O,''
8,8,1,thou,O,DT
9,9,1,hast,O,NN
10,10,1,arrived,O,VBD
11,11,1,at,O,IN
12,12,1,the,O,DT
13,13,1,proper,O,JJ
14,14,1,time,O,NN
15,15,1,at,O,IN
16,16,1,the,O,DT
17,17,1,proper,O,JJ
18,18,1,place,O,NN
19,19,1,.,O,.
20,20,2,Welcome,O,UH
21,21,2,",",O,","
22,22,2,my,O,PRP$
23,23,2,child,O,NN
24,24,2,;,O,:
25,25,2,thou,O,PRP
26,26,2,art,O,VBP
27,27,2,innocent,O,JJ
28,28,2,and,O,CC
29,29,2,therefore,O,RB
30,30,2,I,O,PRP
31,31,2,do,O,VBP
32,32,2,not,O,RB
33,33,2,curse,O,VB
34,34,2,thee,O,PRP
35,35,2,!,O,.
36,36,3,Good,O,JJ
37,37,3,fortune,O,NN
38,38,3,is,O,VBZ
39,39,3,even,O,RB
40,40,3,before,O,IN
41,41,3,thee,O,PRP
42,42,3,.,O,.
43,43,4,Let,O,VB
44,44,4,thy,O,PRP$
45,45,4,wishes,O,NNS
46,46,4,be,O,VB
47,47,4,crowned,O,VBN
48,48,4,with,O,IN
49,49,4,success,O,NN
50,50,4,!,O,.
51,51,4,',O,''
52,52,5,``,O,``
53,53,5,Then,O,RB
54,54,5,Utanka,B-PER,NNP
55,55,5,waited,O,VBD
56,56,5,on,O,IN
57,57,5,his,O,PRP$
58,58,5,preceptor,O,NN
59,59,5,.,O,.
60,60,6,And,O,CC
61,61,6,his,O,PRP$
62,62,6,preceptor,O,NN
63,63,6,said,O,VBD
64,64,6,",",O,","
65,65,6,',O,''
66,66,6,Thou,O,DT
67,67,6,art,O,NN
68,68,6,welcome,O,JJ
69,69,6,!,O,.
70,70,7,What,O,WP
71,71,7,hath,O,NN
72,72,7,occasioned,O,VBD
73,73,7,thy,O,DT
74,74,7,long,O,JJ
75,75,7,absence,O,NN
76,76,7,?,O,.
77,77,7,',O,''
78,78,8,And,O,CC
79,79,8,Utanka,B-PER,NNP
80,80,8,replied,O,VBD
81,81,8,to,O,IN
82,82,8,his,O,PRP$
83,83,8,preceptor,O,NN
84,84,8,",",O,","
85,85,8,',O,''
86,86,8,Sir,O,NNP
87,87,8,",",O,","
88,88,8,in,O,IN
89,89,8,the,O,DT
90,90,8,execution,O,NN
91,91,8,of,O,IN
92,92,8,this,O,DT
93,93,8,my,O,PRP$
94,94,8,business,O,NN
95,95,8,obstruction,O,NN
96,96,8,was,O,VBD
97,97,8,offered,O,VBN
98,98,8,by,O,IN
99,99,8,Takshaka,B-PER,NNP
100,100,8,",",O,","
101,101,8,the,O,DT
102,102,8,King,O,NN
103,103,8,of,O,IN
104,104,8,serpents,O,NNS
105,105,8,.,O,.
106,106,9,Therefore,O,RB
107,107,9,I,O,PRP
108,108,9,had,O,VBD
109,109,9,to,O,TO
110,110,9,go,O,VB
111,111,9,to,O,IN
112,112,9,the,O,DT
113,113,9,region,O,NN
114,114,9,of,O,IN
115,115,9,the,O,DT
116,116,9,Nagas,B-COMMUNITY,NNP
117,117,9,.,O,.
118,118,10,There,O,RB
119,119,10,I,O,PRP
120,120,10,saw,O,VBD
121,121,10,two,O,CD
122,122,10,damsels,O,NNS
123,123,10,sitting,O,VBG
124,124,10,at,O,IN
125,125,10,a,O,DT
126,126,10,loom,O,NN
127,127,10,",",O,","
128,128,10,weaving,O,VBG
129,129,10,a,O,DT
130,130,10,fabric,O,NN
131,131,10,with,O,IN
132,132,10,black,O,JJ
133,133,10,and,O,CC
134,134,10,white,O,JJ
135,135,10,threads,O,NNS
136,136,10,.,O,.
137,137,11,Pray,O,VB
138,138,11,",",O,","
139,139,11,what,O,WP
140,140,11,is,O,VBZ
141,141,11,that,O,DT
142,142,11,?,O,.
143,143,12,There,O,RB
144,144,12,likewise,O,RB
145,145,12,I,O,PRP
146,146,12,beheld,O,VBD
147,147,12,a,O,DT
148,148,12,wheel,O,NN
149,149,12,with,O,IN
150,150,12,twelve,O,CD
151,151,12,spokes,O,NNS
152,152,12,ceaselessly,O,RB
153,153,12,turned,O,VBN
154,154,12,by,O,IN
155,155,12,six,O,CD
156,156,12,boys,O,NNS
157,157,12,.,O,.
158,158,13,What,O,WP
159,159,13,too,O,RB
160,160,13,doth,O,NN
161,161,13,that,O,DT
162,162,13,import,O,NN
163,163,13,?,O,.
164,164,14,Who,O,WP
165,165,14,is,O,VBZ
166,166,14,also,O,RB
167,167,14,the,O,DT
168,168,14,man,O,NN
169,169,14,that,O,WDT
170,170,14,I,O,PRP
171,171,14,saw,O,VBD
172,172,14,?,O,.
173,173,15,And,O,CC
174,174,15,what,O,WP
175,175,15,the,O,DT
176,176,15,horse,O,NN
177,177,15,of,O,IN
178,178,15,extraordinary,O,JJ
179,179,15,size,O,NN
180,180,15,likewise,O,RB
181,181,15,beheld,O,VBD
182,182,15,by,O,IN
183,183,15,me,O,PRP
184,184,15,?,O,.
185,185,16,And,O,CC
186,186,16,when,O,WRB
187,187,16,I,O,PRP
188,188,16,was,O,VBD
189,189,16,on,O,IN
190,190,16,the,O,DT
191,191,16,road,O,NN
192,192,16,I,O,PRP
193,193,16,also,O,RB
194,194,16,saw,O,VBD
195,195,16,a,O,DT
196,196,16,bull,O,NN
197,197,16,with,O,IN
198,198,16,a,O,DT
199,199,16,man,O,NN
200,200,16,mounted,O,VBN
201,201,16,thereon,O,NN
202,202,16,",",O,","
203,203,16,by,O,IN
204,204,16,whom,O,WP
205,205,16,I,O,PRP
206,206,16,was,O,VBD
207,207,16,endearingly,O,RB
208,208,16,accosted,O,VBN
209,209,16,thus,O,RB
210,210,16,",",O,","
211,211,16,',O,''
212,212,16,Utanka,B-PER,NNP
213,213,16,",",O,","
214,214,16,eat,O,VB
215,215,16,of,O,IN
216,216,16,the,O,DT
217,217,16,dung,O,NN
218,218,16,of,O,IN
219,219,16,this,O,DT
220,220,16,bull,O,NN
221,221,16,",",O,","
222,222,16,which,O,WDT
223,223,16,was,O,VBD
224,224,16,also,O,RB
225,225,16,eaten,O,VBN
226,226,16,by,O,IN
227,227,16,thy,O,DT
228,228,16,master,O,NN
229,229,16,?,O,.
230,230,16,',O,''
231,231,17,So,O,RB
232,232,17,I,O,PRP
233,233,17,ate,O,VBD
234,234,17,of,O,IN
235,235,17,the,O,DT
236,236,17,dung,O,NN
237,237,17,of,O,IN
238,238,17,that,O,DT
239,239,17,bull,O,NN
240,240,17,according,O,VBG
241,241,17,to,O,IN
242,242,17,his,O,PRP$
243,243,17,words,O,NNS
244,244,17,.,O,.
245,245,18,Who,O,WP
246,246,18,also,O,RB
247,247,18,is,O,VBZ
248,248,18,he,O,PRP
249,249,18,?,O,.
250,250,19,Therefore,O,RB
251,251,19,",",O,","
252,252,19,enlightened,O,VBN
253,253,19,by,O,IN
254,254,19,thee,O,PRP
255,255,19,",",O,","
256,256,19,I,O,PRP
257,257,19,desire,O,VBP
258,258,19,to,O,TO
259,259,19,hear,O,VB
260,260,19,all,O,RB
261,261,19,about,O,IN
262,262,19,them,O,PRP
263,263,19,.,O,.
264,264,19,',O,''
265,265,20,``,O,``
266,266,20,And,O,CC
267,267,20,his,O,PRP$
268,268,20,preceptor,O,NN
269,269,20,thus,O,RB
270,270,20,addressed,O,VBD
271,271,20,said,O,VBD
272,272,20,unto,O,IN
273,273,20,him,O,PRP
274,274,20,",",O,","
275,275,20,',O,''
276,276,20,The,O,DT
277,277,20,two,O,CD
278,278,20,damsels,O,NNS
279,279,20,thou,O,RB
280,280,20,hast,O,VBP
281,281,20,seen,O,VBN
282,282,20,are,O,VBP
283,283,20,Dhata,B-PER,NNP
284,284,20,and,O,CC
285,285,20,Vidhata,B-PER,NNP
286,286,20,;,O,:
287,287,20,the,O,DT
288,288,20,black,O,JJ
289,289,20,and,O,CC
290,290,20,white,O,JJ
291,291,20,threads,O,NNS
292,292,20,denote,O,VBP
293,293,20,night,O,NN
294,294,20,and,O,CC
295,295,20,day,O,NN
296,296,20,;,O,:
297,297,20,the,O,DT
298,298,20,wheel,O,NN
299,299,20,of,O,IN
300,300,20,twelve,O,CD
301,301,20,spokes,O,NNS
302,302,20,turned,O,VBN
303,303,20,by,O,IN
304,304,20,the,O,DT
305,305,20,six,O,CD
306,306,20,boys,O,NNS
307,307,20,signified,O,VBD
308,308,20,the,O,DT
309,309,20,year,O,NN
310,310,20,comprising,O,VBG
311,311,20,six,O,CD
312,312,20,seasons,O,NNS
313,313,20,.,O,.
314,314,21,The,O,DT
315,315,21,man,O,NN
316,316,21,is,O,VBZ
317,317,21,Parjanya,B-PER,NNP
318,318,21,",",O,","
319,319,21,the,O,DT
320,320,21,deity,O,NN
321,321,21,of,O,IN
322,322,21,rain,O,NN
323,323,21,",",O,","
324,324,21,and,O,CC
325,325,21,the,O,DT
326,326,21,horse,O,NN
327,327,21,is,O,VBZ
328,328,21,Agni,B-PER,NNP
329,329,21,",",O,","
330,330,21,the,O,DT
331,331,21,god,O,NN
332,332,21,of,O,IN
333,333,21,fire,O,NN
334,334,21,.,O,.
335,335,22,The,O,DT
336,336,22,bull,O,NN
337,337,22,that,O,WDT
338,338,22,thou,O,PRP
339,339,22,hast,O,VBP
340,340,22,seen,O,VBN
341,341,22,on,O,IN
342,342,22,the,O,DT
343,343,22,road,O,NN
344,344,22,is,O,VBZ
345,345,22,Airavata,O,NNP
346,346,22,",",O,","
347,347,22,the,O,DT
348,348,22,king,O,NN
349,349,22,of,O,IN
350,350,22,elephants,O,NNS
351,351,22,;,O,:
352,352,22,the,O,DT
353,353,22,man,O,NN
354,354,22,mounted,O,VBN
355,355,22,thereon,O,NN
356,356,22,is,O,VBZ
357,357,22,Indra,B-PER,NNP
358,358,22,;,O,:
359,359,22,and,O,CC
360,360,22,the,O,DT
361,361,22,dung,O,NN
362,362,22,of,O,IN
363,363,22,the,O,DT
364,364,22,bull,O,NN
365,365,22,which,O,WDT
366,366,22,was,O,VBD
367,367,22,eaten,O,VBN
368,368,22,by,O,IN
369,369,22,thee,O,PRP
370,370,22,was,O,VBD
371,371,22,Amrita,O,NNP
372,372,22,.,O,.
373,373,23,It,O,PRP
374,374,23,was,O,VBD
375,375,23,certainly,O,RB
376,376,23,for,O,IN
377,377,23,this,O,DT
378,378,23,(,O,-LRB-
379,379,23,last,O,JJ
380,380,23,),O,-RRB-
381,381,23,that,O,IN
382,382,23,thou,O,PRP
383,383,23,hast,O,VBP
384,384,23,not,O,RB
385,385,23,met,O,VBN
386,386,23,with,O,IN
387,387,23,death,O,NN
388,388,23,in,O,IN
389,389,23,the,O,DT
390,390,23,region,O,NN
391,391,23,of,O,IN
392,392,23,the,O,DT
393,393,23,Nagas,B-COMMUNITY,NNPS
394,394,23,;,O,:
395,395,23,and,O,CC
396,396,23,Indra,B-PER,NNP
397,397,23,who,O,WP
398,398,23,is,O,VBZ
399,399,23,my,O,PRP$
400,400,23,friend,O,NN
401,401,23,having,O,VBG
402,402,23,been,O,VBN
403,403,23,mercifully,O,RB
404,404,23,inclined,O,VBN
405,405,23,showed,O,VBD
406,406,23,thee,O,PRP
407,407,23,favour,O,NN
408,408,23,.,O,.
409,409,24,It,O,PRP
410,410,24,is,O,VBZ
411,411,24,for,O,IN
412,412,24,this,O,DT
413,413,24,that,O,IN
414,414,24,thou,O,PRP
415,415,24,returnest,O,VBP
416,416,24,safe,O,JJ
417,417,24,",",O,","
418,418,24,with,O,IN
419,419,24,the,O,DT
420,420,24,ear-rings,O,NNS
421,421,24,about,O,IN
422,422,24,thee,O,PRP
423,423,24,.,O,.
424,424,25,Then,O,RB
425,425,25,",",O,","
426,426,25,O,O,UH
427,427,25,thou,O,DT
428,428,25,amiable,O,JJ
429,429,25,one,O,NN
430,430,25,",",O,","
431,431,25,I,O,PRP
432,432,25,give,O,VBP
433,433,25,thee,O,PRP
434,434,25,leave,O,VBP
435,435,25,to,O,TO
436,436,25,depart,O,VB
437,437,25,.,O,.
438,438,26,Thou,O,PRP
439,439,26,shall,O,MD
440,440,26,obtain,O,VB
441,441,26,good,O,JJ
442,442,26,fortune,O,NN
443,443,26,.,O,.
444,444,26,',O,''
445,445,27,``,O,``
446,446,27,And,O,CC
447,447,27,Utanka,B-PER,NNP
448,448,27,",",O,","
449,449,27,having,O,VBG
450,450,27,obtained,O,VBN
451,451,27,his,O,PRP$
452,452,27,master,O,NN
453,453,27,',O,''
454,454,27,s,O,POS
455,455,27,leave,O,NN
456,456,27,",",O,","
457,457,27,moved,O,VBN
458,458,27,by,O,IN
459,459,27,anger,O,NN
460,460,27,and,O,CC
461,461,27,resolved,O,VBD
462,462,27,to,O,TO
463,463,27,avenge,O,VB
464,464,27,himself,O,PRP
465,465,27,on,O,IN
